#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_4_length_101830_cov_39.048283:67476-69038|+ -            521 18543                -            520         0 1065.2  18.8   1   1         0         0 1065.1  18.8     1   518     1   518     1   520 0.99 NODE_4_length_101830_cov_39.048283_60 # 67476 # 69038 # 1 # ID=4_60;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_28_length_32648_cov_29.742705:25501-27261|+ -            587 18543                -            520   3.1e-18   63.0   0.6   1   1   1.2e-19   4.6e-18   62.5   0.6    24   224   362   560   357   569 0.89 NODE_28_length_32648_cov_29.742705_23 # 25501 # 27261 # 1 # ID=28_23;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_1_length_114283_cov_31.103635:79879-81516|- -            546 18543                -            520     6e-18   62.1   0.0   1   1   2.3e-19   8.9e-18   61.5   0.0    24   226   320   520   301   533 0.83 NODE_1_length_114283_cov_31.103635_75 # 79879 # 81516 # -1 # ID=1_75;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.400
NODE_21_length_44893_cov_38.330769:5937-7691|+   -            585 18543                -            520   7.6e-18   61.7   0.5   1   1     3e-19   1.2e-17   61.1   0.5    15   228   343   554   330   566 0.79 NODE_21_length_44893_cov_38.330769_9 # 5937 # 7691 # 1 # ID=21_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
NODE_22_length_43520_cov_30.536294:37312-38070|+ -            253 18543                -            520   1.2e-17   61.0   0.0   1   1   4.4e-19   1.7e-17   60.6   0.0     6   230     4   234     1   251 0.76 NODE_22_length_43520_cov_30.536294_42 # 37312 # 38070 # 1 # ID=22_42;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_9_length_85202_cov_37.123657:77900-79669|-  -            590 18543                -            520   2.7e-17   59.9   2.2   1   1     1e-18     4e-17   59.4   2.2    25   223   368   564   359   574 0.85 NODE_9_length_85202_cov_37.123657_58 # 77900 # 79669 # -1 # ID=9_58;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_114283_cov_31.103635:69788-70465|+ -            226 18543                -            520   3.8e-17   59.4   0.1   1   2   6.8e-07   2.7e-05   20.3   0.1    10    64     5    59     1    71 0.86 NODE_1_length_114283_cov_31.103635_66 # 69788 # 70465 # 1 # ID=1_66;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_1_length_114283_cov_31.103635:69788-70465|+ -            226 18543                -            520   3.8e-17   59.4   0.1   2   2   4.3e-12   1.7e-10   37.5   0.0   140   223   124   207    97   217 0.88 NODE_1_length_114283_cov_31.103635_66 # 69788 # 70465 # 1 # ID=1_66;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_17_length_53451_cov_37.688722:22-762|-      -            247 18543                -            520   7.4e-17   58.5   1.8   1   1   2.3e-18   9.2e-17   58.2   1.8     8   219     2   209     1   231 0.83 NODE_17_length_53451_cov_37.688722_1 # 22 # 762 # -1 # ID=17_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NODE_1_length_114283_cov_31.103635:12092-13855|+ -            588 18543                -            520   1.8e-16   57.2   0.1   1   1   6.8e-18   2.7e-16   56.6   0.1    24   223   365   562   357   570 0.81 NODE_1_length_114283_cov_31.103635_11 # 12092 # 13855 # 1 # ID=1_11;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_44_length_19664_cov_36.992299:17653-18597|- -            315 18543                -            520   5.3e-16   55.6   0.1   1   1   1.9e-17   7.4e-16   55.2   0.1    21   225    29   237    21   246 0.86 NODE_44_length_19664_cov_36.992299_15 # 17653 # 18597 # -1 # ID=44_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_9_length_85202_cov_37.123657:79672-81384|-  -            571 18543                -            520   1.6e-15   54.0   0.6   1   1   8.9e-17   3.5e-15   52.9   0.6    24   224   347   545   340   556 0.85 NODE_9_length_85202_cov_37.123657_59 # 79672 # 81384 # -1 # ID=9_59;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_69_length_9373_cov_143.739214:3677-4297|-   -            207 18543                -            520   3.2e-15   53.1   0.6   1   1   9.5e-17   3.8e-15   52.8   0.6     8   205     3   196     1   202 0.91 NODE_69_length_9373_cov_143.739214_5 # 3677 # 4297 # -1 # ID=69_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.246
NODE_1_length_114283_cov_31.103635:81767-83494|- -            576 18543                -            520   6.1e-15   52.1   0.3   1   1   2.4e-16   9.3e-15   51.5   0.3    22   223   348   547   328   559 0.81 NODE_1_length_114283_cov_31.103635_77 # 81767 # 83494 # -1 # ID=1_77;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_18_length_49813_cov_28.127015:43868-45619|- -            584 18543                -            520   1.4e-14   51.0   0.6   1   1   5.1e-16     2e-14   50.4   0.6   275   483   352   550   333   559 0.84 NODE_18_length_49813_cov_28.127015_40 # 43868 # 45619 # -1 # ID=18_40;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.392
NODE_28_length_32648_cov_29.742705:23774-25504|+ -            577 18543                -            520   2.4e-14   50.2   0.1   1   2   8.9e-08   3.5e-06   23.2   0.0     8   125   332   447   326   467 0.78 NODE_28_length_32648_cov_29.742705_22 # 23774 # 25504 # 1 # ID=28_22;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_28_length_32648_cov_29.742705:23774-25504|+ -            577 18543                -            520   2.4e-14   50.2   0.1   2   2   3.4e-08   1.3e-06   24.6   0.1   403   493   469   557   457   561 0.89 NODE_28_length_32648_cov_29.742705_22 # 23774 # 25504 # 1 # ID=28_22;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_22_length_43520_cov_30.536294:36490-37296|+ -            269 18543                -            520   2.5e-14   50.1   0.1   1   1   2.2e-15   8.8e-14   48.3   0.1    12   222    26   242    14   250 0.74 NODE_22_length_43520_cov_30.536294_41 # 36490 # 37296 # 1 # ID=22_41;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_11_length_80003_cov_31.743608:74621-75358|+ -            246 18543                -            520   3.2e-14   49.8   0.0   1   1   9.9e-16   3.9e-14   49.5   0.0    10   217     5   202     1   221 0.86 NODE_11_length_80003_cov_31.743608_75 # 74621 # 75358 # 1 # ID=11_75;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.409
NODE_12_length_78125_cov_33.572102:18294-19067|- -            258 18543                -            520   4.5e-14   49.3   2.1   1   2   2.7e-12     1e-10   38.2   0.5     7    89     3    87     1   129 0.85 NODE_12_length_78125_cov_33.572102_17 # 18294 # 19067 # -1 # ID=12_17;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_12_length_78125_cov_33.572102:18294-19067|- -            258 18543                -            520   4.5e-14   49.3   2.1   2   2   0.00053     0.021   10.8   0.1   401   484   142   226   122   243 0.85 NODE_12_length_78125_cov_33.572102_17 # 18294 # 19067 # -1 # ID=12_17;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_18_length_49813_cov_28.127015:42084-43868|- -            595 18543                -            520   1.1e-13   48.1   0.4   1   1   3.7e-15   1.5e-13   47.6   0.4     8   227   355   573   349   590 0.80 NODE_18_length_49813_cov_28.127015_39 # 42084 # 43868 # -1 # ID=18_39;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_9_length_85202_cov_37.123657:66222-68006|+  -            595 18543                -            520   1.3e-13   47.7   0.8   1   1   1.5e-14   5.8e-13   45.6   0.8    23   222   371   568   351   572 0.84 NODE_9_length_85202_cov_37.123657_51 # 66222 # 68006 # 1 # ID=9_51;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_9_length_85202_cov_37.123657:64486-66207|+  -            574 18543                -            520   1.1e-12   44.7   0.1   1   1   4.2e-14   1.7e-12   44.1   0.1    24   225   353   552   331   564 0.86 NODE_9_length_85202_cov_37.123657_50 # 64486 # 66207 # 1 # ID=9_50;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_54_length_14882_cov_35.020166:159-779|+     -            207 18543                -            520   1.6e-12   44.2   0.1   1   1   4.9e-14   1.9e-12   43.9   0.1   133   224    33   124     8   138 0.88 NODE_54_length_14882_cov_35.020166_1 # 159 # 779 # 1 # ID=54_1;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_10_length_83811_cov_29.795656:73751-76567|+ -            939 18543                -            520   1.2e-11   41.2   0.7   1   2   0.00042     0.016   11.1   0.1   164   306   508   651   465   666 0.71 NODE_10_length_83811_cov_29.795656_71 # 73751 # 76567 # 1 # ID=10_71;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_10_length_83811_cov_29.795656:73751-76567|+ -            939 18543                -            520   1.2e-11   41.2   0.7   2   2   5.7e-09   2.2e-07   27.2   0.1   144   208   827   894   797   901 0.86 NODE_10_length_83811_cov_29.795656_71 # 73751 # 76567 # 1 # ID=10_71;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 18543                -            520   1.1e-09   34.8   6.5   1   4   1.2e-05   0.00046   16.2   0.1     5    65     3    63     1    76 0.84 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 18543                -            520   1.1e-09   34.8   6.5   2   4    0.0092      0.36    6.7   0.0   127   187    87   146    72   175 0.83 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 18543                -            520   1.1e-09   34.8   6.5   3   4     0.065       2.5    3.9   0.1    29    51   319   341   310   349 0.84 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 18543                -            520   1.1e-09   34.8   6.5   4   4    0.0025     0.099    8.6   0.0   356   445   353   450   348   455 0.70 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_114283_cov_31.103635:10374-12089|+ -            572 18543                -            520   6.3e-09   32.3   0.0   1   1   2.6e-10     1e-08   31.6   0.0   277   482   351   545   329   560 0.51 NODE_1_length_114283_cov_31.103635_10 # 10374 # 12089 # 1 # ID=1_10;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
NODE_42_length_20562_cov_34.293461:1-210|-       -             70 18543                -            520   1.3e-08   31.2   0.0   1   1   3.6e-10   1.4e-08   31.1   0.0     7    57     4    54     1    60 0.93 NODE_42_length_20562_cov_34.293461_1 # 1 # 210 # -1 # ID=42_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.371
NODE_7_length_86709_cov_33.100688:33389-34891|-  -            501 18543                -            520   2.8e-08   30.2   0.8   1   4    0.0038      0.15    8.0   0.1    24    64    22    61     2    80 0.73 NODE_7_length_86709_cov_33.100688_34 # 33389 # 34891 # -1 # ID=7_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_7_length_86709_cov_33.100688:33389-34891|-  -            501 18543                -            520   2.8e-08   30.2   0.8   2   4     0.016      0.62    5.9   0.0   403   479   115   188    69   194 0.87 NODE_7_length_86709_cov_33.100688_34 # 33389 # 34891 # -1 # ID=7_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_7_length_86709_cov_33.100688:33389-34891|-  -            501 18543                -            520   2.8e-08   30.2   0.8   3   4      0.17       6.5    2.6   0.0    26    58   332   364   323   384 0.83 NODE_7_length_86709_cov_33.100688_34 # 33389 # 34891 # -1 # ID=7_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_7_length_86709_cov_33.100688:33389-34891|-  -            501 18543                -            520   2.8e-08   30.2   0.8   4   4    0.0018     0.071    9.0   0.0   138   183   422   467   394   494 0.77 NODE_7_length_86709_cov_33.100688_34 # 33389 # 34891 # -1 # ID=7_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_13_length_59599_cov_35.538241:32687-33586|+ -            300 18543                -            520     0.033   10.1   0.0   1   1    0.0012     0.047    9.6   0.0    36    64   160   188   151   197 0.90 NODE_13_length_59599_cov_35.538241_29 # 32687 # 33586 # 1 # ID=13_29;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.412
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/18543at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_illumina_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/18543at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/18543at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:12:20 2026
# [ok]
