#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_1652082_cov_46.167482:1357067-1358629|- -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 NODE_1_length_1652082_cov_46.167482_1338 # 1357067 # 1358629 # -1 # ID=1_1338;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_1_length_1652082_cov_46.167482:1450429-1451235|- -            269 18543                -            519   7.7e-19   64.9   1.5   1   1   2.2e-20   8.8e-19   64.7   1.5     7   234     5   242     1   265 0.78 NODE_1_length_1652082_cov_46.167482_1413 # 1450429 # 1451235 # -1 # ID=1_1413;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.430
NODE_3_length_245057_cov_46.274867:233947-235716|-    -            590 18543                -            519   7.8e-19   64.9   3.6   1   1     3e-20   1.2e-18   64.3   3.6    24   222   368   564   362   574 0.86 NODE_3_length_245057_cov_46.274867_229 # 233947 # 235716 # -1 # ID=3_229;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_1652082_cov_46.167482:286547-287305|-   -            253 18543                -            519   8.5e-19   64.8   0.0   1   1   8.2e-20   3.2e-18   62.8   0.0     5   229     4   234     1   250 0.75 NODE_1_length_1652082_cov_46.167482_287 # 286547 # 287305 # -1 # ID=1_287;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_1_length_1652082_cov_46.167482:580686-582323|-   -            546 18543                -            519   2.8e-18   63.1   0.1   1   1     1e-19   4.1e-18   62.5   0.1    24   225   321   520   302   534 0.82 NODE_1_length_1652082_cov_46.167482_568 # 580686 # 582323 # -1 # ID=1_568;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.400
NODE_1_length_1652082_cov_46.167482:570595-571272|+   -            226 18543                -            519   3.4e-18   62.8   0.2   1   2   3.1e-07   1.2e-05   21.3   0.1     9    65     5    61     1    70 0.88 NODE_1_length_1652082_cov_46.167482_559 # 570595 # 571272 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_1_length_1652082_cov_46.167482:570595-571272|+   -            226 18543                -            519   3.4e-18   62.8   0.2   2   2     8e-13   3.2e-11   39.8   0.0   120   221   105   206    96   215 0.90 NODE_1_length_1652082_cov_46.167482_559 # 570595 # 571272 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_2_length_840748_cov_42.698360:12458-13264|+      -            269 18543                -            519   7.5e-18   61.6   0.2   1   1   2.3e-19   9.1e-18   61.4   0.2    11   233     8   231     3   252 0.86 NODE_2_length_840748_cov_42.698360_14 # 12458 # 13264 # 1 # ID=2_14;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_1652082_cov_46.167482:528218-529171|-   -            318 18543                -            519   2.2e-17   60.1   0.7   1   1   2.9e-18   1.2e-16   57.7   0.7    18   220    22   230     4   239 0.80 NODE_1_length_1652082_cov_46.167482_518 # 528218 # 529171 # -1 # ID=1_518;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1305617-1306561|- -            315 18543                -            519   2.3e-17   60.1   0.9   1   1   2.5e-18   9.9e-17   57.9   0.9   272   485    28   237    22   247 0.66 NODE_1_length_1652082_cov_46.167482_1275 # 1305617 # 1306561 # -1 # ID=1_1275;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_1_length_1652082_cov_46.167482:512899-514662|+   -            588 18543                -            519   2.7e-17   59.8   0.2   1   1   1.1e-18   4.5e-17   59.1   0.2    24   222   366   562   360   573 0.78 NODE_1_length_1652082_cov_46.167482_504 # 512899 # 514662 # 1 # ID=1_504;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_1_length_1652082_cov_46.167482:1482126-1482866|+ -            247 18543                -            519   1.8e-16   57.1   2.6   1   1   7.1e-18   2.8e-16   56.5   2.6     7   218     2   209     1   233 0.82 NODE_1_length_1652082_cov_46.167482_1436 # 1482126 # 1482866 # 1 # ID=1_1436;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NODE_1_length_1652082_cov_46.167482:287321-288127|-   -            269 18543                -            519     3e-16   56.4   0.1   1   2   2.3e-06     9e-05   18.5   0.0    10    88    25   109    16   115 0.71 NODE_1_length_1652082_cov_46.167482_288 # 287321 # 288127 # -1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_1_length_1652082_cov_46.167482:287321-288127|-   -            269 18543                -            519     3e-16   56.4   0.1   2   2   2.9e-12   1.2e-10   37.9   0.0   339   483    97   243    95   251 0.82 NODE_1_length_1652082_cov_46.167482_288 # 287321 # 288127 # -1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_3_length_245057_cov_46.274867:235719-237431|-    -            571 18543                -            519     7e-16   55.1   0.5   1   2       3.5   1.4e+02   -1.9   0.7    88   208   178   305   169   311 0.55 NODE_3_length_245057_cov_46.274867_230 # 235719 # 237431 # -1 # ID=3_230;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_3_length_245057_cov_46.274867:235719-237431|-    -            571 18543                -            519     7e-16   55.1   0.5   2   2   1.8e-17     7e-16   55.1   0.5    24   222   348   544   340   556 0.85 NODE_3_length_245057_cov_46.274867_230 # 235719 # 237431 # -1 # ID=3_230;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_1_length_1652082_cov_46.167482:260658-262409|-   -            584 18543                -            519   9.1e-16   54.8   0.5   1   1   3.4e-17   1.3e-15   54.2   0.5   274   483   352   551   335   559 0.85 NODE_1_length_1652082_cov_46.167482_265 # 260658 # 262409 # -1 # ID=1_265;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.392
NODE_8_length_9417_cov_147.340953:5103-5723|+         -            207 18543                -            519   1.2e-15   54.4   1.7   1   1   3.4e-17   1.3e-15   54.2   1.7     7   204     3   196     1   204 0.91 NODE_8_length_9417_cov_147.340953_7 # 5103 # 5723 # 1 # ID=8_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.246
NODE_1_length_1652082_cov_46.167482:582574-584301|-   -            576 18543                -            519   1.4e-15   54.1   0.2   1   1   5.6e-17   2.2e-15   53.5   0.2    21   222   348   547   334   563 0.81 NODE_1_length_1652082_cov_46.167482_570 # 582574 # 584301 # -1 # ID=1_570;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_1_length_1652082_cov_46.167482:435425-437155|-   -            577 18543                -            519   3.5e-15   52.8   0.1   1   1   2.9e-16   1.2e-14   51.1   0.1   274   492   349   557   344   572 0.90 NODE_1_length_1652082_cov_46.167482_438 # 435425 # 437155 # -1 # ID=1_438;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_2_length_840748_cov_42.698360:554424-555161|-    -            246 18543                -            519   8.6e-15   51.5   0.0   1   1   2.6e-16     1e-14   51.3   0.0    16   225    12   213     1   222 0.86 NODE_2_length_840748_cov_42.698360_533 # 554424 # 555161 # -1 # ID=2_533;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_3_length_245057_cov_46.274867:222269-224053|+    -            595 18543                -            519   1.4e-14   50.8   0.6   1   1   1.1e-15   4.2e-14   49.3   0.6    23   222   372   569   354   576 0.82 NODE_3_length_245057_cov_46.274867_222 # 222269 # 224053 # 1 # ID=3_222;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_1_length_1652082_cov_46.167482:893965-894738|-   -            258 18543                -            519   1.5e-14   50.8   2.5   1   2   2.9e-12   1.2e-10   37.9   0.5     6    88     3    87     1   101 0.85 NODE_1_length_1652082_cov_46.167482_889 # 893965 # 894738 # -1 # ID=1_889;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_1_length_1652082_cov_46.167482:893965-894738|-   -            258 18543                -            519   1.5e-14   50.8   2.5   2   2   0.00012    0.0047   12.8   0.1   396   487   138   230   115   249 0.86 NODE_1_length_1652082_cov_46.167482_889 # 893965 # 894738 # -1 # ID=1_889;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_1_length_1652082_cov_46.167482:258874-260658|-   -            595 18543                -            519     4e-14   49.3   0.4   1   1   1.5e-15   5.8e-14   48.8   0.4     7   223   355   570   351   587 0.80 NODE_1_length_1652082_cov_46.167482_264 # 258874 # 260658 # -1 # ID=1_264;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_1_length_1652082_cov_46.167482:1076886-1077506|+ -            207 18543                -            519     1e-13   48.0   0.1   1   1   3.1e-15   1.2e-13   47.7   0.1   119   226    22   127     4   140 0.87 NODE_1_length_1652082_cov_46.167482_1053 # 1076886 # 1077506 # 1 # ID=1_1053;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_3_length_245057_cov_46.274867:220533-222254|+    -            574 18543                -            519   1.1e-13   47.9   0.1   1   1   4.1e-15   1.6e-13   47.3   0.1    23   223   353   551   331   565 0.87 NODE_3_length_245057_cov_46.274867_221 # 220533 # 222254 # 1 # ID=3_221;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_2_length_840748_cov_42.698360:80462-83278|+      -            939 18543                -            519   1.1e-11   41.3   1.3   1   2   0.00022    0.0087   11.9   0.1   163   305   508   651   485   664 0.72 NODE_2_length_840748_cov_42.698360_78 # 80462 # 83278 # 1 # ID=2_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_2_length_840748_cov_42.698360:80462-83278|+      -            939 18543                -            519   1.1e-11   41.3   1.3   2   2   5.5e-09   2.2e-07   27.1   0.1   146   208   830   895   800   902 0.84 NODE_2_length_840748_cov_42.698360_78 # 80462 # 83278 # 1 # ID=2_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 18543                -            519   8.6e-10   35.1   7.8   1   5   2.4e-06   9.4e-05   18.4   0.1     4    65     3    64     1    73 0.85 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 18543                -            519   8.6e-10   35.1   7.8   2   5    0.0098      0.39    6.5   0.0   125   186    86   146    73   175 0.83 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 18543                -            519   8.6e-10   35.1   7.8   3   5       4.2   1.7e+02   -2.2   0.8   100   139   203   243   198   263 0.75 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 18543                -            519   8.6e-10   35.1   7.8   4   5     0.052       2.1    4.1   0.1    30    50   321   341   313   364 0.84 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 18543                -            519   8.6e-10   35.1   7.8   5   5    0.0063      0.25    7.1   0.0   383   444   389   450   344   455 0.76 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:511181-512896|+   -            572 18543                -            519   1.2e-09   34.5   0.0   1   1   5.2e-11   2.1e-09   33.8   0.0    23   220   351   545   343   563 0.65 NODE_1_length_1652082_cov_46.167482_503 # 511181 # 512896 # 1 # ID=1_503;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 18543                -            519   2.6e-08   30.2   0.1   1   4    0.0019     0.076    8.8   0.0    23    66    22    64     2    84 0.72 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 18543                -            519   2.6e-08   30.2   0.1   2   4     0.027       1.1    5.1   0.0   402   478   115   188    97   222 0.87 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 18543                -            519   2.6e-08   30.2   0.1   3   4      0.16       6.5    2.5   0.0    29    56   336   363   264   383 0.77 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 18543                -            519   2.6e-08   30.2   0.1   4   4     0.002      0.08    8.7   0.0   137   181   422   466   390   494 0.76 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:1075558-1075806|+ -             83 18543                -            519     3e-08   29.9   0.0   1   1   8.2e-10   3.3e-08   29.8   0.0     6    56     4    54     1    63 0.92 NODE_1_length_1652082_cov_46.167482_1051 # 1075558 # 1075806 # 1 # ID=1_1051;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.361
NODE_1_length_1652082_cov_46.167482:1625174-1626073|+ -            300 18543                -            519     0.036    9.9   0.0   1   1    0.0013     0.053    9.3   0.0    36    64   161   189   155   198 0.90 NODE_1_length_1652082_cov_46.167482_1573 # 1625174 # 1626073 # 1 # ID=1_1573;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.412
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_nanopore_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_nanopore_illumina_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/18543at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_nanopore_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:18:31 2026
# [ok]
