#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_17_length_62801_cov_60.881707:30713-32275|+   -            521 18543                -            520         0 1065.2  18.8   1   1         0         0 1065.1  18.8     1   518     1   518     1   520 0.99 NODE_17_length_62801_cov_60.881707_30 # 30713 # 32275 # 1 # ID=17_30;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_20_length_58283_cov_65.610712:45077-46837|-   -            587 18543                -            520   3.1e-18   63.0   0.6   1   1   1.2e-19   4.7e-18   62.5   0.6    24   224   362   560   357   569 0.89 NODE_20_length_58283_cov_65.610712_51 # 45077 # 46837 # -1 # ID=20_51;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_16_length_63808_cov_77.334802:62065-63702|+   -            546 18543                -            520   6.2e-18   62.1   0.0   1   1   2.3e-19   9.1e-18   61.5   0.0    24   226   320   520   301   533 0.83 NODE_16_length_63808_cov_77.334802_65 # 62065 # 63702 # 1 # ID=16_65;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.401
NODE_26_length_32562_cov_63.418796:11581-13335|+   -            585 18543                -            520   7.8e-18   61.7   0.5   1   1     3e-19   1.2e-17   61.1   0.5    15   228   343   554   330   566 0.79 NODE_26_length_32562_cov_63.418796_14 # 11581 # 13335 # 1 # ID=26_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
NODE_4_length_185058_cov_63.073482:89049-89807|-   -            253 18543                -            520   1.3e-17   61.0   0.0   1   1   4.4e-19   1.8e-17   60.6   0.0     6   230     4   234     1   251 0.76 NODE_4_length_185058_cov_63.073482_80 # 89049 # 89807 # -1 # ID=4_80;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_28_length_29579_cov_95.650511:18486-20255|-   -            590 18543                -            520   2.7e-17   59.9   2.2   1   1     1e-18   4.1e-17   59.4   2.2    25   223   368   564   359   574 0.85 NODE_28_length_29579_cov_95.650511_12 # 18486 # 20255 # -1 # ID=28_12;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_6_length_133129_cov_71.626923:123565-124242|+ -            226 18543                -            520   3.9e-17   59.4   0.1   1   2   6.8e-07   2.7e-05   20.3   0.1    10    64     5    59     1    71 0.86 NODE_6_length_133129_cov_71.626923_114 # 123565 # 124242 # 1 # ID=6_114;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_6_length_133129_cov_71.626923:123565-124242|+ -            226 18543                -            520   3.9e-17   59.4   0.1   2   2   4.3e-12   1.8e-10   37.5   0.0   140   223   124   207    97   217 0.88 NODE_6_length_133129_cov_71.626923_114 # 123565 # 124242 # 1 # ID=6_114;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_26_length_32562_cov_63.418796:3366-4106|+     -            247 18543                -            520   7.6e-17   58.5   1.8   1   1   2.3e-18   9.4e-17   58.2   1.8     8   219     2   209     1   231 0.83 NODE_26_length_32562_cov_63.418796_4 # 3366 # 4106 # 1 # ID=26_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NODE_6_length_133129_cov_71.626923:65869-67632|+   -            588 18543                -            520   1.8e-16   57.2   0.1   1   1   6.8e-18   2.7e-16   56.6   0.1    24   223   365   562   357   570 0.81 NODE_6_length_133129_cov_71.626923_59 # 65869 # 67632 # 1 # ID=6_59;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_10_length_113754_cov_99.095655:93352-94296|-  -            315 18543                -            520   5.4e-16   55.6   0.1   1   1   1.9e-17   7.5e-16   55.2   0.1    21   225    29   237    21   246 0.86 NODE_10_length_113754_cov_99.095655_88 # 93352 # 94296 # -1 # ID=10_88;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_28_length_29579_cov_95.650511:20258-21970|-   -            571 18543                -            520   1.7e-15   54.0   0.6   1   1   8.9e-17   3.6e-15   52.9   0.6    24   224   347   545   340   556 0.85 NODE_28_length_29579_cov_95.650511_13 # 20258 # 21970 # -1 # ID=28_13;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_44_length_9088_cov_241.874324:2984-3604|-     -            207 18543                -            520   3.2e-15   53.1   0.6   1   1   9.5e-17   3.8e-15   52.8   0.6     8   205     3   196     1   202 0.91 NODE_44_length_9088_cov_241.874324_5 # 2984 # 3604 # -1 # ID=44_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.246
NODE_16_length_63808_cov_77.334802:60087-61814|+   -            576 18543                -            520   6.2e-15   52.1   0.3   1   1   2.4e-16   9.6e-15   51.5   0.3    22   223   348   547   328   559 0.81 NODE_16_length_63808_cov_77.334802_63 # 60087 # 61814 # 1 # ID=16_63;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_4_length_185058_cov_63.073482:63161-64912|-   -            584 18543                -            520   1.4e-14   51.0   0.6   1   1   5.1e-16   2.1e-14   50.4   0.6   275   483   352   550   333   559 0.84 NODE_4_length_185058_cov_63.073482_58 # 63161 # 64912 # -1 # ID=4_58;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.392
NODE_20_length_58283_cov_65.610712:46834-48564|-   -            577 18543                -            520   2.4e-14   50.2   0.1   1   2   8.9e-08   3.6e-06   23.2   0.0     8   125   332   447   326   467 0.78 NODE_20_length_58283_cov_65.610712_52 # 46834 # 48564 # -1 # ID=20_52;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_20_length_58283_cov_65.610712:46834-48564|-   -            577 18543                -            520   2.4e-14   50.2   0.1   2   2   3.4e-08   1.4e-06   24.6   0.1   403   493   469   557   457   561 0.89 NODE_20_length_58283_cov_65.610712_52 # 46834 # 48564 # -1 # ID=20_52;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_4_length_185058_cov_63.073482:89823-90629|-   -            269 18543                -            520   2.6e-14   50.1   0.1   1   1   2.2e-15     9e-14   48.3   0.1    12   222    26   242    14   250 0.74 NODE_4_length_185058_cov_63.073482_81 # 89823 # 90629 # -1 # ID=4_81;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_9_length_122393_cov_61.758630:19424-20161|-   -            246 18543                -            520   3.2e-14   49.8   0.0   1   1   9.9e-16     4e-14   49.5   0.0    10   217     5   202     1   221 0.86 NODE_9_length_122393_cov_61.758630_23 # 19424 # 20161 # -1 # ID=9_23;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_19_length_58687_cov_59.880605:7348-8121|+     -            258 18543                -            520   4.6e-14   49.3   2.1   1   2   2.7e-12   1.1e-10   38.2   0.5     7    89     3    87     1   129 0.85 NODE_19_length_58687_cov_59.880605_9 # 7348 # 8121 # 1 # ID=19_9;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_19_length_58687_cov_59.880605:7348-8121|+     -            258 18543                -            520   4.6e-14   49.3   2.1   2   2   0.00053     0.021   10.8   0.1   401   484   142   226   122   243 0.85 NODE_19_length_58687_cov_59.880605_9 # 7348 # 8121 # 1 # ID=19_9;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_4_length_185058_cov_63.073482:61377-63161|-   -            595 18543                -            520   1.1e-13   48.1   0.4   1   1   3.7e-15   1.5e-13   47.6   0.4     8   227   355   573   349   590 0.80 NODE_4_length_185058_cov_63.073482_57 # 61377 # 63161 # -1 # ID=4_57;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_28_length_29579_cov_95.650511:6808-8592|+     -            595 18543                -            520   1.4e-13   47.7   0.8   1   1   1.5e-14     6e-13   45.6   0.8    23   222   371   568   351   572 0.84 NODE_28_length_29579_cov_95.650511_5 # 6808 # 8592 # 1 # ID=28_5;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_28_length_29579_cov_95.650511:5072-6793|+     -            574 18543                -            520   1.1e-12   44.7   0.1   1   1   4.2e-14   1.7e-12   44.1   0.1    24   225   353   552   331   564 0.86 NODE_28_length_29579_cov_95.650511_4 # 5072 # 6793 # 1 # ID=28_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_23_length_39921_cov_95.495462:25294-25914|+   -            207 18543                -            520   1.6e-12   44.2   0.1   1   1   4.9e-14     2e-12   43.9   0.1   133   224    33   124     8   138 0.88 NODE_23_length_39921_cov_95.495462_20 # 25294 # 25914 # 1 # ID=23_20;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_2_length_252901_cov_71.242866:103204-106020|+ -            939 18543                -            520   1.3e-11   41.2   0.7   1   2   0.00042     0.017   11.1   0.1   164   306   508   651   465   666 0.71 NODE_2_length_252901_cov_71.242866_105 # 103204 # 106020 # 1 # ID=2_105;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_2_length_252901_cov_71.242866:103204-106020|+ -            939 18543                -            520   1.3e-11   41.2   0.7   2   2   5.7e-09   2.3e-07   27.2   0.1   144   208   827   894   797   901 0.86 NODE_2_length_252901_cov_71.242866_105 # 103204 # 106020 # 1 # ID=2_105;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 18543                -            520   1.1e-09   34.8   6.5   1   4   1.2e-05   0.00048   16.2   0.1     5    65     3    63     1    76 0.84 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 18543                -            520   1.1e-09   34.8   6.5   2   4    0.0092      0.37    6.7   0.0   127   187    87   146    72   175 0.83 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 18543                -            520   1.1e-09   34.8   6.5   3   4     0.065       2.6    3.9   0.1    29    51   319   341   310   349 0.84 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 18543                -            520   1.1e-09   34.8   6.5   4   4    0.0025       0.1    8.6   0.0   356   445   353   450   348   455 0.70 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_6_length_133129_cov_71.626923:64151-65866|+   -            572 18543                -            520   6.5e-09   32.3   0.0   1   1   2.6e-10     1e-08   31.6   0.0   277   482   351   545   329   560 0.51 NODE_6_length_133129_cov_71.626923_58 # 64151 # 65866 # 1 # ID=6_58;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
NODE_23_length_39921_cov_95.495462:23966-24214|+   -             83 18543                -            520   2.1e-08   30.6   0.0   1   1   5.8e-10   2.3e-08   30.5   0.0     7    57     4    54     1    62 0.93 NODE_23_length_39921_cov_95.495462_18 # 23966 # 24214 # 1 # ID=23_18;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.361
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 18543                -            520   2.8e-08   30.2   0.8   1   4    0.0038      0.15    8.0   0.1    24    64    22    61     2    80 0.73 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 18543                -            520   2.8e-08   30.2   0.8   2   4     0.016      0.63    5.9   0.0   403   479   115   188    69   194 0.87 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 18543                -            520   2.8e-08   30.2   0.8   3   4      0.17       6.7    2.6   0.0    26    58   332   364   323   384 0.83 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 18543                -            520   2.8e-08   30.2   0.8   4   4    0.0018     0.072    9.0   0.0   138   183   422   467   394   494 0.77 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_18_length_59342_cov_60.374412:32456-33355|+   -            300 18543                -            520     0.034   10.1   0.0   1   1    0.0012     0.049    9.6   0.0    36    64   160   188   151   197 0.90 NODE_18_length_59342_cov_60.374412_29 # 32456 # 33355 # 1 # ID=18_29;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.412
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/18543at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/18543at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/18543at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:42:29 2026
# [ok]
