#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_CP014529.1:47684-49246|+     -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 NZ_CP014529.1_43 # 47684 # 49246 # 1 # ID=1_43;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NZ_CP014529.1:877144-878097|+   -            318 18543                -            519   2.3e-17   60.1   0.7   1   1   2.9e-18   1.2e-16   57.7   0.7    18   220    22   230     4   239 0.80 NZ_CP014529.1_865 # 877144 # 878097 # 1 # ID=1_865;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:99752-100696|+    -            315 18543                -            519   2.3e-17   60.1   0.9   1   1   2.5e-18   9.9e-17   57.9   0.9   272   485    28   237    22   247 0.66 NZ_CP014529.1_106 # 99752 # 100696 # 1 # ID=1_106;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.405
NZ_CP014529.1:891653-893416|-   -            588 18543                -            519   2.7e-17   59.8   0.2   1   1   1.1e-18   4.5e-17   59.1   0.2    24   222   366   562   360   573 0.78 NZ_CP014529.1_879 # 891653 # 893416 # -1 # ID=1_879;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
NZ_CP014529.1:2688285-2689025|- -            247 18543                -            519   1.8e-16   57.1   2.6   1   1   7.1e-18   2.8e-16   56.5   2.6     7   218     2   209     1   233 0.82 NZ_CP014529.1_2596 # 2688285 # 2689025 # -1 # ID=1_2596;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NZ_CP014529.1:1118188-1118994|+ -            269 18543                -            519     3e-16   56.4   0.1   1   2   2.3e-06     9e-05   18.5   0.0    10    88    25   109    16   115 0.71 NZ_CP014529.1_1096 # 1118188 # 1118994 # 1 # ID=1_1096;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NZ_CP014529.1:1118188-1118994|+ -            269 18543                -            519     3e-16   56.4   0.1   2   2   2.9e-12   1.2e-10   37.9   0.0   339   483    97   243    95   251 0.82 NZ_CP014529.1_1096 # 1118188 # 1118994 # 1 # ID=1_1096;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NZ_CP014529.1:2501051-2502763|- -            571 18543                -            519     7e-16   55.1   0.5   1   2       3.5   1.4e+02   -1.9   0.7    88   208   178   305   169   311 0.55 NZ_CP014529.1_2430 # 2501051 # 2502763 # -1 # ID=1_2430;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NZ_CP014529.1:2501051-2502763|- -            571 18543                -            519     7e-16   55.1   0.5   2   2   1.8e-17     7e-16   55.1   0.5    24   222   348   544   340   556 0.85 NZ_CP014529.1_2430 # 2501051 # 2502763 # -1 # ID=1_2430;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NZ_CP014529.1:1143906-1145657|+ -            584 18543                -            519   9.1e-16   54.8   0.5   1   1   3.4e-17   1.3e-15   54.2   0.5   274   483   352   551   335   559 0.85 NZ_CP014529.1_1119 # 1143906 # 1145657 # 1 # ID=1_1119;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NZ_CP014532.1:8188-8790|+       -            201 18543                -            519   1.1e-15   54.5   1.2   1   1   3.4e-17   1.4e-15   54.2   1.2     7   203     3   195     1   197 0.92 NZ_CP014532.1_11 # 8188 # 8790 # 1 # ID=4_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.250
NZ_CP014529.1:822014-823741|+   -            576 18543                -            519   1.4e-15   54.1   0.2   1   1   5.6e-17   2.2e-15   53.5   0.2    21   222   348   547   334   563 0.81 NZ_CP014529.1_813 # 822014 # 823741 # 1 # ID=1_813;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
NZ_CP014529.1:969160-970890|+   -            577 18543                -            519   3.5e-15   52.8   0.1   1   1   2.9e-16   1.2e-14   51.1   0.1   274   492   349   557   344   572 0.90 NZ_CP014529.1_946 # 969160 # 970890 # 1 # ID=1_946;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NZ_CP014529.1:1966471-1967208|- -            246 18543                -            519   8.7e-15   51.5   0.0   1   1   2.6e-16     1e-14   51.3   0.0    16   225    12   213     1   222 0.86 NZ_CP014529.1_1922 # 1966471 # 1967208 # -1 # ID=1_1922;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
NZ_CP014529.1:2487601-2489385|+ -            595 18543                -            519   1.4e-14   50.8   0.6   1   1   1.1e-15   4.2e-14   49.3   0.6    23   222   372   569   354   576 0.82 NZ_CP014529.1_2422 # 2487601 # 2489385 # 1 # ID=1_2422;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NZ_CP014529.1:511577-512350|+   -            258 18543                -            519   1.5e-14   50.8   2.5   1   2   2.9e-12   1.2e-10   37.9   0.5     6    88     3    87     1   101 0.85 NZ_CP014529.1_494 # 511577 # 512350 # 1 # ID=1_494;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NZ_CP014529.1:511577-512350|+   -            258 18543                -            519   1.5e-14   50.8   2.5   2   2   0.00012    0.0048   12.8   0.1   396   487   138   230   115   249 0.86 NZ_CP014529.1_494 # 511577 # 512350 # 1 # ID=1_494;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NZ_CP014529.1:1145657-1147441|+ -            595 18543                -            519     4e-14   49.3   0.4   1   1   1.5e-15   5.8e-14   48.8   0.4     7   223   355   570   351   587 0.80 NZ_CP014529.1_1120 # 1145657 # 1147441 # 1 # ID=1_1120;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
NZ_CP014529.1:328807-329427|-   -            207 18543                -            519     1e-13   48.0   0.1   1   1   3.1e-15   1.2e-13   47.7   0.1   119   226    22   127     4   140 0.87 NZ_CP014529.1_330 # 328807 # 329427 # -1 # ID=1_330;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NZ_CP014529.1:2485865-2487586|+ -            574 18543                -            519   1.1e-13   47.9   0.1   1   1   4.1e-15   1.6e-13   47.3   0.1    23   223   353   551   331   565 0.87 NZ_CP014529.1_2421 # 2485865 # 2487586 # 1 # ID=1_2421;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NZ_CP014529.1:1492509-1495325|+ -            939 18543                -            519   1.1e-11   41.3   1.3   1   2   0.00022    0.0088   11.9   0.1   163   305   508   651   485   664 0.72 NZ_CP014529.1_1467 # 1492509 # 1495325 # 1 # ID=1_1467;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NZ_CP014529.1:1492509-1495325|+ -            939 18543                -            519   1.1e-11   41.3   1.3   2   2   5.5e-09   2.2e-07   27.1   0.1   146   208   830   895   800   902 0.84 NZ_CP014529.1_1467 # 1492509 # 1495325 # 1 # ID=1_1467;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NZ_CP014529.1:2598307-2599785|- -            493 18543                -            519   8.6e-10   35.1   7.8   1   5   2.4e-06   9.4e-05   18.4   0.1     4    65     3    64     1    73 0.85 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 18543                -            519   8.6e-10   35.1   7.8   2   5    0.0098      0.39    6.5   0.0   125   186    86   146    73   175 0.83 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 18543                -            519   8.6e-10   35.1   7.8   3   5       4.2   1.7e+02   -2.2   0.8   100   139   203   243   198   263 0.75 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 18543                -            519   8.6e-10   35.1   7.8   4   5     0.052       2.1    4.1   0.1    30    50   321   341   313   364 0.84 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 18543                -            519   8.6e-10   35.1   7.8   5   5    0.0063      0.25    7.1   0.0   383   444   389   450   344   455 0.76 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:893419-895134|-   -            572 18543                -            519   1.2e-09   34.5   0.0   1   1   5.2e-11   2.1e-09   33.8   0.0    23   220   351   545   343   563 0.65 NZ_CP014529.1_880 # 893419 # 895134 # -1 # ID=1_880;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
NZ_CP014529.1:583898-585400|+   -            501 18543                -            519   2.6e-08   30.2   0.1   1   4    0.0019     0.077    8.8   0.0    23    66    22    64     2    84 0.72 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:583898-585400|+   -            501 18543                -            519   2.6e-08   30.2   0.1   2   4     0.027       1.1    5.1   0.0   402   478   115   188    97   222 0.87 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:583898-585400|+   -            501 18543                -            519   2.6e-08   30.2   0.1   3   4      0.16       6.5    2.5   0.0    29    56   336   363   264   383 0.77 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:583898-585400|+   -            501 18543                -            519   2.6e-08   30.2   0.1   4   4     0.002     0.081    8.7   0.0   137   181   422   466   390   494 0.76 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:330507-330755|-   -             83 18543                -            519     3e-08   29.9   0.0   1   1   8.2e-10   3.3e-08   29.8   0.0     6    56     4    54     1    63 0.92 NZ_CP014529.1_332 # 330507 # 330755 # -1 # ID=1_332;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.357
NZ_CP014529.1:2544585-2545484|- -            300 18543                -            519     0.036    9.9   0.0   1   1    0.0013     0.053    9.3   0.0    36    64   161   189   155   198 0.90 NZ_CP014529.1_2459 # 2544585 # 2545484 # -1 # ID=1_2459;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.413
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/reference_e745_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/reference_e745_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/18543at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/reference_e745_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 29 12:23:26 2026
# [ok]
