#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_4_length_101830_cov_39.048283:67476-69038|+ -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 NODE_4_length_101830_cov_39.048283_60 # 67476 # 69038 # 1 # ID=4_60;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_22_length_43520_cov_30.536294:37312-38070|+ -            253 18543                -            519   8.5e-19   64.8   0.0   1   1   8.2e-20   3.2e-18   62.8   0.0     5   229     4   234     1   250 0.75 NODE_22_length_43520_cov_30.536294_42 # 37312 # 38070 # 1 # ID=22_42;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_1_length_114283_cov_31.103635:79879-81516|- -            546 18543                -            519   2.8e-18   63.1   0.1   1   1     1e-19   4.1e-18   62.5   0.1    24   225   321   520   302   534 0.82 NODE_1_length_114283_cov_31.103635_75 # 79879 # 81516 # -1 # ID=1_75;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.400
NODE_1_length_114283_cov_31.103635:69788-70465|+ -            226 18543                -            519   3.3e-18   62.8   0.2   1   2   3.1e-07   1.2e-05   21.3   0.1     9    65     5    61     1    70 0.88 NODE_1_length_114283_cov_31.103635_66 # 69788 # 70465 # 1 # ID=1_66;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_1_length_114283_cov_31.103635:69788-70465|+ -            226 18543                -            519   3.3e-18   62.8   0.2   2   2     8e-13   3.2e-11   39.8   0.0   120   221   105   206    96   215 0.90 NODE_1_length_114283_cov_31.103635_66 # 69788 # 70465 # 1 # ID=1_66;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_10_length_83811_cov_29.795656:5747-6553|+   -            269 18543                -            519   7.5e-18   61.6   0.2   1   1   2.3e-19   9.1e-18   61.4   0.2    11   233     8   231     3   252 0.86 NODE_10_length_83811_cov_29.795656_7 # 5747 # 6553 # 1 # ID=10_7;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_114283_cov_31.103635:27411-28364|- -            318 18543                -            519   2.2e-17   60.1   0.7   1   1   2.9e-18   1.2e-16   57.7   0.7    18   220    22   230     4   239 0.80 NODE_1_length_114283_cov_31.103635_25 # 27411 # 28364 # -1 # ID=1_25;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_44_length_19664_cov_36.992299:17653-18597|- -            315 18543                -            519   2.3e-17   60.1   0.9   1   1   2.5e-18   9.8e-17   57.9   0.9   272   485    28   237    22   247 0.66 NODE_44_length_19664_cov_36.992299_15 # 17653 # 18597 # -1 # ID=44_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_1_length_114283_cov_31.103635:12092-13855|+ -            588 18543                -            519   2.7e-17   59.8   0.2   1   1   1.1e-18   4.4e-17   59.1   0.2    24   222   366   562   360   573 0.78 NODE_1_length_114283_cov_31.103635_11 # 12092 # 13855 # 1 # ID=1_11;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_17_length_53451_cov_37.688722:22-762|-      -            247 18543                -            519   1.8e-16   57.1   2.6   1   1   7.1e-18   2.8e-16   56.5   2.6     7   218     2   209     1   233 0.82 NODE_17_length_53451_cov_37.688722_1 # 22 # 762 # -1 # ID=17_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NODE_22_length_43520_cov_30.536294:36490-37296|+ -            269 18543                -            519     3e-16   56.4   0.1   1   2   2.3e-06   8.9e-05   18.5   0.0    10    88    25   109    16   115 0.71 NODE_22_length_43520_cov_30.536294_41 # 36490 # 37296 # 1 # ID=22_41;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_22_length_43520_cov_30.536294:36490-37296|+ -            269 18543                -            519     3e-16   56.4   0.1   2   2   2.9e-12   1.2e-10   37.9   0.0   339   483    97   243    95   251 0.82 NODE_22_length_43520_cov_30.536294_41 # 36490 # 37296 # 1 # ID=22_41;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_9_length_85202_cov_37.123657:79672-81384|-  -            571 18543                -            519   6.9e-16   55.1   0.5   1   2       3.5   1.4e+02   -1.9   0.7    88   208   178   305   169   311 0.55 NODE_9_length_85202_cov_37.123657_59 # 79672 # 81384 # -1 # ID=9_59;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_9_length_85202_cov_37.123657:79672-81384|-  -            571 18543                -            519   6.9e-16   55.1   0.5   2   2   1.8e-17   6.9e-16   55.1   0.5    24   222   348   544   340   556 0.85 NODE_9_length_85202_cov_37.123657_59 # 79672 # 81384 # -1 # ID=9_59;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_18_length_49813_cov_28.127015:43868-45619|- -            584 18543                -            519     9e-16   54.8   0.5   1   1   3.4e-17   1.3e-15   54.2   0.5   274   483   352   551   335   559 0.85 NODE_18_length_49813_cov_28.127015_40 # 43868 # 45619 # -1 # ID=18_40;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.392
NODE_69_length_9373_cov_143.739214:3677-4297|-   -            207 18543                -            519   1.2e-15   54.4   1.7   1   1   3.4e-17   1.3e-15   54.2   1.7     7   204     3   196     1   204 0.91 NODE_69_length_9373_cov_143.739214_5 # 3677 # 4297 # -1 # ID=69_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.246
NODE_1_length_114283_cov_31.103635:81767-83494|- -            576 18543                -            519   1.4e-15   54.1   0.2   1   1   5.6e-17   2.2e-15   53.5   0.2    21   222   348   547   334   563 0.81 NODE_1_length_114283_cov_31.103635_77 # 81767 # 83494 # -1 # ID=1_77;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_28_length_32648_cov_29.742705:23774-25504|+ -            577 18543                -            519   3.5e-15   52.8   0.1   1   1   2.9e-16   1.2e-14   51.1   0.1   274   492   349   557   344   572 0.90 NODE_28_length_32648_cov_29.742705_22 # 23774 # 25504 # 1 # ID=28_22;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_11_length_80003_cov_31.743608:74621-75358|+ -            246 18543                -            519   8.6e-15   51.5   0.0   1   1   2.6e-16     1e-14   51.3   0.0    16   225    12   213     1   222 0.86 NODE_11_length_80003_cov_31.743608_75 # 74621 # 75358 # 1 # ID=11_75;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.409
NODE_9_length_85202_cov_37.123657:66222-68006|+  -            595 18543                -            519   1.4e-14   50.8   0.6   1   1   1.1e-15   4.2e-14   49.3   0.6    23   222   372   569   354   576 0.82 NODE_9_length_85202_cov_37.123657_51 # 66222 # 68006 # 1 # ID=9_51;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_12_length_78125_cov_33.572102:18294-19067|- -            258 18543                -            519   1.5e-14   50.8   2.5   1   2   2.9e-12   1.2e-10   37.9   0.5     6    88     3    87     1   101 0.85 NODE_12_length_78125_cov_33.572102_17 # 18294 # 19067 # -1 # ID=12_17;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_12_length_78125_cov_33.572102:18294-19067|- -            258 18543                -            519   1.5e-14   50.8   2.5   2   2   0.00012    0.0047   12.8   0.1   396   487   138   230   115   249 0.86 NODE_12_length_78125_cov_33.572102_17 # 18294 # 19067 # -1 # ID=12_17;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_18_length_49813_cov_28.127015:42084-43868|- -            595 18543                -            519     4e-14   49.3   0.4   1   1   1.5e-15   5.7e-14   48.8   0.4     7   223   355   570   351   587 0.80 NODE_18_length_49813_cov_28.127015_39 # 42084 # 43868 # -1 # ID=18_39;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_54_length_14882_cov_35.020166:159-779|+     -            207 18543                -            519     1e-13   48.0   0.1   1   1   3.1e-15   1.2e-13   47.7   0.1   119   226    22   127     4   140 0.87 NODE_54_length_14882_cov_35.020166_1 # 159 # 779 # 1 # ID=54_1;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_9_length_85202_cov_37.123657:64486-66207|+  -            574 18543                -            519   1.1e-13   47.9   0.1   1   1   4.1e-15   1.6e-13   47.3   0.1    23   223   353   551   331   565 0.87 NODE_9_length_85202_cov_37.123657_50 # 64486 # 66207 # 1 # ID=9_50;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_10_length_83811_cov_29.795656:73751-76567|+ -            939 18543                -            519   1.1e-11   41.3   1.3   1   2   0.00022    0.0087   11.9   0.1   163   305   508   651   485   664 0.72 NODE_10_length_83811_cov_29.795656_71 # 73751 # 76567 # 1 # ID=10_71;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_10_length_83811_cov_29.795656:73751-76567|+ -            939 18543                -            519   1.1e-11   41.3   1.3   2   2   5.5e-09   2.2e-07   27.1   0.1   146   208   830   895   800   902 0.84 NODE_10_length_83811_cov_29.795656_71 # 73751 # 76567 # 1 # ID=10_71;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 18543                -            519   8.5e-10   35.1   7.8   1   5   2.4e-06   9.3e-05   18.4   0.1     4    65     3    64     1    73 0.85 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 18543                -            519   8.5e-10   35.1   7.8   2   5    0.0098      0.39    6.5   0.0   125   186    86   146    73   175 0.83 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 18543                -            519   8.5e-10   35.1   7.8   3   5       4.2   1.6e+02   -2.2   0.8   100   139   203   243   198   263 0.75 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 18543                -            519   8.5e-10   35.1   7.8   4   5     0.052         2    4.1   0.1    30    50   321   341   313   364 0.84 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_16_length_53957_cov_35.398816:32507-33985|+ -            493 18543                -            519   8.5e-10   35.1   7.8   5   5    0.0063      0.25    7.1   0.0   383   444   389   450   344   455 0.76 NODE_16_length_53957_cov_35.398816_35 # 32507 # 33985 # 1 # ID=16_35;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_114283_cov_31.103635:10374-12089|+ -            572 18543                -            519   1.2e-09   34.5   0.0   1   1   5.2e-11   2.1e-09   33.8   0.0    23   220   351   545   343   563 0.65 NODE_1_length_114283_cov_31.103635_10 # 10374 # 12089 # 1 # ID=1_10;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
NODE_42_length_20562_cov_34.293461:1-210|-       -             70 18543                -            519   1.9e-08   30.6   0.0   1   1   5.3e-10   2.1e-08   30.5   0.0     6    56     4    54     1    60 0.92 NODE_42_length_20562_cov_34.293461_1 # 1 # 210 # -1 # ID=42_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.371
NODE_7_length_86709_cov_33.100688:33389-34891|-  -            501 18543                -            519   2.6e-08   30.2   0.1   1   4    0.0019     0.076    8.8   0.0    23    66    22    64     2    84 0.72 NODE_7_length_86709_cov_33.100688_34 # 33389 # 34891 # -1 # ID=7_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_7_length_86709_cov_33.100688:33389-34891|-  -            501 18543                -            519   2.6e-08   30.2   0.1   2   4     0.027         1    5.1   0.0   402   478   115   188    97   222 0.87 NODE_7_length_86709_cov_33.100688_34 # 33389 # 34891 # -1 # ID=7_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_7_length_86709_cov_33.100688:33389-34891|-  -            501 18543                -            519   2.6e-08   30.2   0.1   3   4      0.16       6.4    2.5   0.0    29    56   336   363   264   383 0.77 NODE_7_length_86709_cov_33.100688_34 # 33389 # 34891 # -1 # ID=7_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_7_length_86709_cov_33.100688:33389-34891|-  -            501 18543                -            519   2.6e-08   30.2   0.1   4   4     0.002      0.08    8.7   0.0   137   181   422   466   390   494 0.76 NODE_7_length_86709_cov_33.100688_34 # 33389 # 34891 # -1 # ID=7_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_13_length_59599_cov_35.538241:32687-33586|+ -            300 18543                -            519     0.036    9.9   0.0   1   1    0.0013     0.053    9.3   0.0    36    64   161   189   155   198 0.90 NODE_13_length_59599_cov_35.538241_29 # 32687 # 33586 # 1 # ID=13_29;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.412
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/18543at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:17:53 2026
# [ok]
