#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_17_length_62801_cov_60.881707:30713-32275|+   -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 NODE_17_length_62801_cov_60.881707_30 # 30713 # 32275 # 1 # ID=17_30;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_4_length_185058_cov_63.073482:89049-89807|-   -            253 18543                -            519   8.7e-19   64.8   0.0   1   1   8.2e-20   3.3e-18   62.8   0.0     5   229     4   234     1   250 0.75 NODE_4_length_185058_cov_63.073482_80 # 89049 # 89807 # -1 # ID=4_80;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_16_length_63808_cov_77.334802:62065-63702|+   -            546 18543                -            519   2.8e-18   63.1   0.1   1   1     1e-19   4.2e-18   62.5   0.1    24   225   321   520   302   534 0.82 NODE_16_length_63808_cov_77.334802_65 # 62065 # 63702 # 1 # ID=16_65;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.401
NODE_6_length_133129_cov_71.626923:123565-124242|+ -            226 18543                -            519   3.4e-18   62.8   0.2   1   2   3.1e-07   1.3e-05   21.3   0.1     9    65     5    61     1    70 0.88 NODE_6_length_133129_cov_71.626923_114 # 123565 # 124242 # 1 # ID=6_114;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_6_length_133129_cov_71.626923:123565-124242|+ -            226 18543                -            519   3.4e-18   62.8   0.2   2   2     8e-13   3.2e-11   39.8   0.0   120   221   105   206    96   215 0.90 NODE_6_length_133129_cov_71.626923_114 # 123565 # 124242 # 1 # ID=6_114;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_2_length_252901_cov_71.242866:35200-36006|+   -            269 18543                -            519   7.6e-18   61.6   0.2   1   1   2.3e-19   9.3e-18   61.4   0.2    11   233     8   231     3   252 0.86 NODE_2_length_252901_cov_71.242866_41 # 35200 # 36006 # 1 # ID=2_41;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_6_length_133129_cov_71.626923:81188-82141|-   -            318 18543                -            519   2.3e-17   60.1   0.7   1   1   2.9e-18   1.2e-16   57.7   0.7    18   220    22   230     4   239 0.80 NODE_6_length_133129_cov_71.626923_73 # 81188 # 82141 # -1 # ID=6_73;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_10_length_113754_cov_99.095655:93352-94296|-  -            315 18543                -            519   2.3e-17   60.1   0.9   1   1   2.5e-18     1e-16   57.9   0.9   272   485    28   237    22   247 0.66 NODE_10_length_113754_cov_99.095655_88 # 93352 # 94296 # -1 # ID=10_88;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_6_length_133129_cov_71.626923:65869-67632|+   -            588 18543                -            519   2.8e-17   59.8   0.2   1   1   1.1e-18   4.5e-17   59.1   0.2    24   222   366   562   360   573 0.78 NODE_6_length_133129_cov_71.626923_59 # 65869 # 67632 # 1 # ID=6_59;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_26_length_32562_cov_63.418796:3366-4106|+     -            247 18543                -            519   1.8e-16   57.1   2.6   1   1   7.1e-18   2.9e-16   56.5   2.6     7   218     2   209     1   233 0.82 NODE_26_length_32562_cov_63.418796_4 # 3366 # 4106 # 1 # ID=26_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NODE_4_length_185058_cov_63.073482:89823-90629|-   -            269 18543                -            519   3.1e-16   56.4   0.1   1   2   2.3e-06   9.1e-05   18.5   0.0    10    88    25   109    16   115 0.71 NODE_4_length_185058_cov_63.073482_81 # 89823 # 90629 # -1 # ID=4_81;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_4_length_185058_cov_63.073482:89823-90629|-   -            269 18543                -            519   3.1e-16   56.4   0.1   2   2   2.9e-12   1.2e-10   37.9   0.0   339   483    97   243    95   251 0.82 NODE_4_length_185058_cov_63.073482_81 # 89823 # 90629 # -1 # ID=4_81;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_28_length_29579_cov_95.650511:20258-21970|-   -            571 18543                -            519   7.1e-16   55.1   0.5   1   2       3.5   1.4e+02   -1.9   0.7    88   208   178   305   169   311 0.55 NODE_28_length_29579_cov_95.650511_13 # 20258 # 21970 # -1 # ID=28_13;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_28_length_29579_cov_95.650511:20258-21970|-   -            571 18543                -            519   7.1e-16   55.1   0.5   2   2   1.8e-17   7.1e-16   55.1   0.5    24   222   348   544   340   556 0.85 NODE_28_length_29579_cov_95.650511_13 # 20258 # 21970 # -1 # ID=28_13;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_4_length_185058_cov_63.073482:63161-64912|-   -            584 18543                -            519   9.3e-16   54.8   0.5   1   1   3.4e-17   1.4e-15   54.2   0.5   274   483   352   551   335   559 0.85 NODE_4_length_185058_cov_63.073482_58 # 63161 # 64912 # -1 # ID=4_58;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.392
NODE_44_length_9088_cov_241.874324:2984-3604|-     -            207 18543                -            519   1.2e-15   54.4   1.7   1   1   3.4e-17   1.4e-15   54.2   1.7     7   204     3   196     1   204 0.91 NODE_44_length_9088_cov_241.874324_5 # 2984 # 3604 # -1 # ID=44_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.246
NODE_16_length_63808_cov_77.334802:60087-61814|+   -            576 18543                -            519   1.5e-15   54.1   0.2   1   1   5.6e-17   2.3e-15   53.5   0.2    21   222   348   547   334   563 0.81 NODE_16_length_63808_cov_77.334802_63 # 60087 # 61814 # 1 # ID=16_63;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_20_length_58283_cov_65.610712:46834-48564|-   -            577 18543                -            519   3.6e-15   52.8   0.1   1   1   2.9e-16   1.2e-14   51.1   0.1   274   492   349   557   344   572 0.90 NODE_20_length_58283_cov_65.610712_52 # 46834 # 48564 # -1 # ID=20_52;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_9_length_122393_cov_61.758630:19424-20161|-   -            246 18543                -            519   8.8e-15   51.5   0.0   1   1   2.6e-16   1.1e-14   51.3   0.0    16   225    12   213     1   222 0.86 NODE_9_length_122393_cov_61.758630_23 # 19424 # 20161 # -1 # ID=9_23;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_28_length_29579_cov_95.650511:6808-8592|+     -            595 18543                -            519   1.4e-14   50.8   0.6   1   1   1.1e-15   4.3e-14   49.3   0.6    23   222   372   569   354   576 0.82 NODE_28_length_29579_cov_95.650511_5 # 6808 # 8592 # 1 # ID=28_5;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_19_length_58687_cov_59.880605:7348-8121|+     -            258 18543                -            519   1.5e-14   50.8   2.5   1   2   2.9e-12   1.2e-10   37.9   0.5     6    88     3    87     1   101 0.85 NODE_19_length_58687_cov_59.880605_9 # 7348 # 8121 # 1 # ID=19_9;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_19_length_58687_cov_59.880605:7348-8121|+     -            258 18543                -            519   1.5e-14   50.8   2.5   2   2   0.00012    0.0048   12.8   0.1   396   487   138   230   115   249 0.86 NODE_19_length_58687_cov_59.880605_9 # 7348 # 8121 # 1 # ID=19_9;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_4_length_185058_cov_63.073482:61377-63161|-   -            595 18543                -            519   4.1e-14   49.3   0.4   1   1   1.5e-15   5.9e-14   48.8   0.4     7   223   355   570   351   587 0.80 NODE_4_length_185058_cov_63.073482_57 # 61377 # 63161 # -1 # ID=4_57;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_23_length_39921_cov_95.495462:25294-25914|+   -            207 18543                -            519   1.1e-13   48.0   0.1   1   1   3.1e-15   1.3e-13   47.7   0.1   119   226    22   127     4   140 0.87 NODE_23_length_39921_cov_95.495462_20 # 25294 # 25914 # 1 # ID=23_20;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_28_length_29579_cov_95.650511:5072-6793|+     -            574 18543                -            519   1.1e-13   47.9   0.1   1   1   4.1e-15   1.6e-13   47.3   0.1    23   223   353   551   331   565 0.87 NODE_28_length_29579_cov_95.650511_4 # 5072 # 6793 # 1 # ID=28_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_2_length_252901_cov_71.242866:103204-106020|+ -            939 18543                -            519   1.2e-11   41.3   1.3   1   2   0.00022    0.0089   11.9   0.1   163   305   508   651   485   664 0.72 NODE_2_length_252901_cov_71.242866_105 # 103204 # 106020 # 1 # ID=2_105;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_2_length_252901_cov_71.242866:103204-106020|+ -            939 18543                -            519   1.2e-11   41.3   1.3   2   2   5.5e-09   2.2e-07   27.1   0.1   146   208   830   895   800   902 0.84 NODE_2_length_252901_cov_71.242866_105 # 103204 # 106020 # 1 # ID=2_105;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 18543                -            519   8.7e-10   35.1   7.8   1   5   2.4e-06   9.5e-05   18.4   0.1     4    65     3    64     1    73 0.85 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 18543                -            519   8.7e-10   35.1   7.8   2   5    0.0098       0.4    6.5   0.0   125   186    86   146    73   175 0.83 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 18543                -            519   8.7e-10   35.1   7.8   3   5       4.2   1.7e+02   -2.2   0.8   100   139   203   243   198   263 0.75 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 18543                -            519   8.7e-10   35.1   7.8   4   5     0.052       2.1    4.1   0.1    30    50   321   341   313   364 0.84 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 18543                -            519   8.7e-10   35.1   7.8   5   5    0.0063      0.26    7.1   0.0   383   444   389   450   344   455 0.76 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_6_length_133129_cov_71.626923:64151-65866|+   -            572 18543                -            519   1.3e-09   34.5   0.0   1   1   5.2e-11   2.1e-09   33.8   0.0    23   220   351   545   343   563 0.65 NODE_6_length_133129_cov_71.626923_58 # 64151 # 65866 # 1 # ID=6_58;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 18543                -            519   2.6e-08   30.2   0.1   1   4    0.0019     0.078    8.8   0.0    23    66    22    64     2    84 0.72 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 18543                -            519   2.6e-08   30.2   0.1   2   4     0.027       1.1    5.1   0.0   402   478   115   188    97   222 0.87 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 18543                -            519   2.6e-08   30.2   0.1   3   4      0.16       6.6    2.5   0.0    29    56   336   363   264   383 0.77 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_30_length_28698_cov_56.930508:21309-22811|-   -            501 18543                -            519   2.6e-08   30.2   0.1   4   4     0.002     0.082    8.7   0.0   137   181   422   466   390   494 0.76 NODE_30_length_28698_cov_56.930508_25 # 21309 # 22811 # -1 # ID=30_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_23_length_39921_cov_95.495462:23966-24214|+   -             83 18543                -            519   3.1e-08   29.9   0.0   1   1   8.2e-10   3.3e-08   29.8   0.0     6    56     4    54     1    63 0.92 NODE_23_length_39921_cov_95.495462_18 # 23966 # 24214 # 1 # ID=23_18;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.361
NODE_18_length_59342_cov_60.374412:32456-33355|+   -            300 18543                -            519     0.037    9.9   0.0   1   1    0.0013     0.054    9.3   0.0    36    64   161   189   155   198 0.90 NODE_18_length_59342_cov_60.374412_29 # 32456 # 33355 # 1 # ID=18_29;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.412
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_pacbio_illumina_isolate_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_pacbio_illumina_isolate_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/18543at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_pacbio_illumina_isolate_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:17:15 2026
# [ok]
