gene_id	gene	Preferred_name	product	Description	direction	baseMean	log2FoldChange	lfcSE	pvalue	padj	log2FoldChange_raw	stat_raw	COG_category	KEGG_Pathway	KEGG_ko	EC_number	COG	KEGG_Module	GOs	PFAMs
EFM745_01080	dapB	dapB	4-hydroxy-tetrahydrodipicolinate reductase	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate	up_in_serum	1501.46871156265	2.63087430675793	0.0835319819127825	1.56591243838785e-218	1.81595329548526e-217	2.63487234539726	31.5542890548188	E	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	ko:K00215	1.17.1.8	COG0289	M00016,M00525,M00526,M00527	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008839,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0019752,GO:0019877,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576	DapB_C,DapB_N
EFM745_02173	ydeA	ydeA	putative protease YdeA	DJ-1/PfpI family	up_in_serum	959.996763255182	3.37372620072098	0.107285999374439	6.42610170448099e-218	7.42227650686238e-217	3.37937174758082	31.509557129736	S			3.2.-.-	COG0693			DJ-1_PfpI
EFM745_02662		yjfP	hypothetical protein	Prolyl oligopeptidase family	up_in_serum	628.469170971137	3.98876140141247	0.12723486554756	2.28045113689079e-216	2.62343098787917e-215	3.99577797641753	31.39619457273	S		ko:K06889				GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0034338,GO:0052689	Abhydrolase_1,Hydrolase_4,Peptidase_S9
EFM745_02533	pheT	pheT	Phenylalanine--tRNA ligase beta subunit	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily	down_in_bhi_relative	8871.96951369229	-1.82235242693575	0.0582769918876882	2.50365686151625e-215	2.86873192578516e-214	-1.8249571867961	-31.3198653193445	J	ko00970,map00970	ko:K01890	6.1.1.20		M00359,M00360	GO:0003674,GO:0003824,GO:0004812,GO:0004826,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0042802,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902494	B3_4,B5,FDX-ACB,tRNA_bind
EFM745_02117	folA_1	folA	Dihydrofolate reductase	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis	down_in_bhi_relative	1154.88469189117	-2.6660041874354	0.085392550484438	1.11426842375102e-214	1.27168094710633e-213	-2.67028001470809	-31.272207174488	H	ko00240,ko00670,ko00790,ko01100,ko01523,map00240,map00670,map00790,map01100,map01523	ko:K00287,ko:K01493,ko:K05896,ko:K17364	1.5.1.3		M00126,M00429,M00840		DHFR_1
EFM745_01450	smc_2		Chromosome partition protein Smc	Phage-related minor tail protein	up_in_serum	631.54395171937	3.89267321612909	0.124949009474937	5.25470115994417e-214	5.97332827509859e-213	3.89955066575184	31.2226241456155	S							PhageMin_Tail
EFM745_00079	prfC	prfC	Peptide chain release factor 3	Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP	down_in_bhi_relative	5024.70279610513	-1.83780646160254	0.0589645607608305	6.66254621045064e-214	7.54389090600632e-213	-1.84022698928319	-31.2150282234133	J		ko:K02837,ko:K07133				GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016150,GO:0019538,GO:0022411,GO:0032984,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576	GTP_EFTU,GTP_EFTU_D2,RF3_C
EFM745_02659		ypjC	hypothetical protein	Uncharacterised 5xTM membrane BCR, YitT family COG1284	down_in_bhi_relative	1301.85796539055	-2.68921432023995	0.0867845666216748	1.49433617903009e-211	1.6853768042708e-210	-2.69363095621675	-31.0413152744756	S							DUF2179,YitT_membrane
EFM745_00123	tagG	rfbA5	Teichoic acid translocation permease protein TagG	Transport permease protein	down_in_bhi_relative	1297.87262014274	-2.9002848378024	0.093949478836777	5.79803041674742e-210	6.51372479631468e-209	-2.90526701728805	-30.9233570326017	U	ko02010,map02010	ko:K09690,ko:K09692		COG1682	M00250,M00251		ABC2_membrane
EFM745_02409		ywlG	hypothetical protein	Belongs to the UPF0340 family	up_in_serum	2117.93228103744	2.20485174356519	0.0715236014004717	2.44972254040955e-209	2.74140156662173e-208	2.20801672534112	30.8767701684676	S							DUF436
EFM745_02065			hypothetical protein		up_in_serum	1513.73351036601	2.32219157232554	0.0754443335160334	7.7889590687287e-209	8.68257607816423e-208	2.32583270166959	30.839323810002								
EFM745_02046			hypothetical protein		up_in_serum	4790.27901082414	2.95246569399692	0.0959671801980219	9.21587976524399e-209	1.023354061963e-207	2.95780862126305	30.833874296006								
EFM745_02591	pdhA	pdhA	Pyruvate dehydrogenase E1 component subunit alpha	E1 component alpha subunit	down_in_bhi_relative	5240.42934362718	-1.86626032418377	0.0607105400757557	3.98024174572357e-208	4.40275971565423e-207	-1.86878405161986	-30.7864398332683	C	ko00010,ko00020,ko00280,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00280,map00620,map00640,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230	ko:K00161,ko:K00166	1.2.4.1		M00036,M00307		E1_dh,OxoDH_E1alpha_N
EFM745_00088	crtK-2	tspO	Tryptophan-rich protein TspO	TspO/MBR family	up_in_serum	2272.32297382109	2.29146525571014	0.074619871293033	7.64487356340508e-208	8.42400627139962e-207	2.29491614941522	30.7652542001408	T	ko04080,ko04214,ko04979,ko05166,map04080,map04214,map04979,map05166	ko:K05770		COG3476			TspO_MBR
EFM745_02156	nusA	nusA	Transcription termination/antitermination protein NusA	Participates in both transcription termination and antitermination	down_in_bhi_relative	9116.03163179738	-1.68600912374409	0.0550228576877111	8.48012918089467e-207	9.30872195582178e-206	-1.68819871549211	-30.6870232584238	K	ko03010,map03010	ko:K02600,ko:K02945		COG0195	M00178	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0043244,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	KH_5,NusA_N,S1
EFM745_01875			hypothetical protein	Metal dependent phosphohydrolases with conserved 'HD' motif.	up_in_serum	5699.59329963032	1.77932714418991	0.0581285495657431	2.40735073521423e-206	2.63252498649283e-205	1.78157511564742	30.6530395770969	S	ko03013,ko03018,map03013,map03018	ko:K00970,ko:K00974,ko:K06885,ko:K06950					HD
EFM745_01124	ydbD		putative manganese catalase	Manganese containing catalase	up_in_serum	630.560613238533	3.95887478480474	0.129970779758658	1.2921761847375e-204	1.40579072505217e-203	3.96630820483036	30.5229647974757	P		ko:K07217	1.11.1.6	COG3546			Mn_catalase
EFM745_03027		levD	hypothetical protein	PTS system fructose IIA component	up_in_serum	560.374259132164	4.13998755992633	0.135855925856636	1.29532177377894e-204	1.40579072505217e-203	4.14776672249229	30.5228852253217	G	ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060	ko:K02793,ko:K19506			M00276,M00764		EIIA-man,PTSIIB_sorb
EFM745_01532	nlhH	nlhH	Carboxylesterase NlhH	alpha/beta hydrolase fold	up_in_serum	4662.48932923719	2.16537796352232	0.0714055955712907	1.09154239271722e-202	1.18017891784012e-201	2.1685911579888	30.3774266571859	I		ko:K01066	3.1.1.1	COG0657			Abhydrolase_3
EFM745_02163	xpkA_2	xfp	Xylulose-5-phosphate phosphoketolase	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase	up_in_serum	1101.49268230941	2.50470971690815	0.0826456255487476	1.63664623193468e-202	1.76291931200155e-201	2.5087122427351	30.3641039863074	G	ko00030,ko00710,ko01100,ko01120,map00030,map00710,map01100,map01120	ko:K01621	4.1.2.9				XFP,XFP_C,XFP_N
EFM745_00722	fus	fusA	Elongation factor G	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	down_in_bhi_relative	89378.0801790832	-1.64779289645525	0.0544277877412566	1.60853780711387e-201	1.72617713927593e-200	-1.64772725975981	-30.2888303073103	J		ko:K02355				GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0030312,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2
EFM745_01225	mgtA	mgtA	Magnesium-transporting ATPase, P-type 1	Cation transporter/ATPase, N-terminus	down_in_bhi_relative	2164.59985274441	-2.24820094274288	0.0748041415785789	3.4570152062713e-199	3.69605045845214e-198	-2.25182518843611	-30.1112018837036	P	ko02010,map02010	ko:K01531,ko:K16905	7.2.2.14	COG0474	M00224	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0015075,GO:0015318,GO:0015399,GO:0015405,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0034220,GO:0042623,GO:0042625,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0090662,GO:0098655,GO:0098660,GO:0099131,GO:0099132	Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase
EFM745_00747	infA	infA	Translation initiation factor IF-1	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex	down_in_bhi_relative	10449.8558336957	-2.59417098806522	0.0860160598530888	3.80542095249656e-199	4.05347802199263e-198	-2.58742520782218	-30.1080163394978	J		ko:K02518		COG0361		GO:0001871,GO:0003674,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0009986,GO:0016020,GO:0030246,GO:0030247,GO:0030312,GO:0040007,GO:0043021,GO:0043022,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071944,GO:2001065	eIF-1a
EFM745_02402	ygaZ_2	azlC	Inner membrane protein YgaZ	AzlC protein	down_in_bhi_relative	1837.09307549126	-2.74897777533351	0.0918001020426224	6.84752510873022e-198	7.26696760616535e-197	-2.75391303588838	-30.0119798074973	E				COG1296			AzlC
EFM745_02601	purD	purD	Phosphoribosylamine--glycine ligase	Belongs to the GARS family	up_in_serum	38852.5722955645	8.2624110212865	0.276507487590425	2.48183661479404e-197	2.62417724417193e-196	8.27966274057705	29.9690906185305	F	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	ko:K01945	6.3.4.13	COG0151	M00048		GARS_A,GARS_C,GARS_N
EFM745_02155	rimP	rimP	Ribosome maturation factor RimP	Required for maturation of 30S ribosomal subunits	down_in_bhi_relative	3502.13862140126	-1.99897360722483	0.0668814027204249	7.17441504768239e-197	7.5581017132361e-196	-2.00168091877752	-29.9336884877671	S		ko:K09748		COG0779		GO:0000028,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576	DUF150,DUF150_C
EFM745_01815		ytxH	hypothetical protein	YtxH-like protein	up_in_serum	11509.5468077518	1.78028971887915	0.059570853042543	8.63216432756178e-197	9.06062211900281e-196	1.78220585152403	29.9275152661115	S							YtxH
EFM745_00911			hypothetical protein		up_in_serum	623.965257701008	3.82903741980885	0.128761173814422	2.12320850386398e-195	2.22049005713193e-194	3.83643568016058	29.8204311918352								
EFM745_01064		dak	Deoxyguanosine kinase	Deoxynucleoside kinase	down_in_bhi_relative	2421.71572915882	-2.07083294267943	0.0696030060438981	3.51908363985214e-195	3.66698715515027e-194	-2.07405222992953	-29.8035015596089	F	ko00230,ko00240,ko01100,map00230,map00240,map01100	ko:K00893,ko:K10353	2.7.1.113	COG1428			dNK
EFM745_02568	rpsT	rpsT	30S ribosomal protein S20	Binds directly to 16S ribosomal RNA	down_in_bhi_relative	6015.55195242226	-2.40557329144902	0.0808626210220831	3.60628023127896e-195	3.74428229067086e-194	-2.40936788916498	-29.8026812170469	J	ko03010,map03010	ko:K02968			M00178	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0004857,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008073,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030234,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0042979,GO:0043043,GO:0043086,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050790,GO:0065003,GO:0065007,GO:0065009,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:0098772,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	Ribosomal_S20p
EFM745_01068	spxA_3	nrp	Regulatory protein Spx	Belongs to the ArsC family	up_in_serum	596.369783514548	3.55658525853095	0.119627649795084	4.02250744339947e-195	4.16141417525787e-194	3.56334742526504	29.7990200451586	P		ko:K00537,ko:K16509		COG1393			ArsC,Glutaredoxin
EFM745_00173			hypothetical protein	Phage portal protein, SPP1 Gp6-like	up_in_serum	534.450789694296	4.36188194868333	0.146640217296855	4.36918369225973e-195	4.50386103904623e-194	4.37115927422122	29.7962487530929	S							Phage_prot_Gp6
EFM745_02061			hypothetical protein		up_in_serum	1104.42142016855	2.88098221166651	0.0971326004932652	3.06179183790372e-194	3.1448976163611e-193	2.88611637750109	29.7309065154124								
EFM745_00443	ldh_1	ldh	L-lactate dehydrogenase	Belongs to the LDH MDH superfamily. LDH family	down_in_bhi_relative	48551.40057263	-1.78801369691773	0.0603627443384911	1.65090546917707e-193	1.68968118482322e-192	-1.79098483763258	-29.6742445825044	C	ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922	ko:K00016	1.1.1.27	COG0039			Ldh_1_C,Ldh_1_N
EFM745_00235	feoB	feoB	Fe(2+) transporter FeoB	transporter of a GTP-driven Fe(2 ) uptake system	up_in_serum	1131.8859119979	2.70223303930403	0.0914309804073701	9.52695360837074e-193	9.7161413396008e-192	2.70693120325532	29.6151847005374	P		ko:K04759		COG0370			FeoB_C,FeoB_N,Gate
EFM745_02829			hypothetical protein	Gram-positive pilin backbone subunit 2, Cna-B-like domain	up_in_serum	1183.68579998215	2.33366104627446	0.079152526424611	9.59926984240785e-192	9.75530037694875e-191	2.33747130878137	29.5371653079371	M							GramPos_pilinBB,GramPos_pilinD1,GramPos_pilinD3,Gram_pos_anchor
EFM745_01417			hypothetical protein	ORF6C domain	up_in_serum	636.44653747899	3.15854159242874	0.107251691481584	2.31900737510946e-191	2.34840324324465e-190	3.16444634934083	29.5073224293414	S		ko:K07741					ANT,ORF6C,Phage_pRha
EFM745_01566	msmX	msmX	Oligosaccharides import ATP-binding protein MsmX	TOBE domain	up_in_serum	1390.86810719195	2.35011623447286	0.0799104046234905	7.37714006196885e-191	7.44444028709558e-190	2.35399013060551	29.4681223699061	E	ko02010,map02010	ko:K10112	7.5.2.-	COG3839	M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606		ABC_tran,TOBE,TOBE_2
EFM745_02631	dcuS_1	yufL	Sensor histidine kinase DcuS	Single cache domain 3	up_in_serum	505.112858432405	3.98765173227541	0.13563581030584	9.5189463351914e-191	9.57219918182185e-190	3.99564669616412	29.4594810711846	T	ko02020,map02020	ko:K02476,ko:K11614	2.7.13.3	COG3290	M00490		HATPase_c,PAS,PAS_4,PAS_8,SPOB_a,sCache_3_2
EFM745_02708	cmk	cmk	Cytidylate kinase	Belongs to the cytidylate kinase family. Type 1 subfamily	down_in_bhi_relative	2249.70025525965	-2.23201391338807	0.0759665420475811	1.88704131840788e-190	1.89098635252302e-189	-2.23572113789879	-29.4362697300541	F	ko00240,ko00400,ko00410,ko00740,ko00770,ko00900,ko01100,ko01110,ko01130,ko01230,ko03010,map00240,map00400,map00410,map00740,map00770,map00900,map01100,map01110,map01130,map01230,map03010	ko:K00800,ko:K00945,ko:K02945,ko:K03527,ko:K03977,ko:K11753,ko:K13799	2.7.4.25	COG0283	M00022,M00052,M00096,M00119,M00125,M00178	GO:0003674,GO:0003824,GO:0004127,GO:0004592,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006573,GO:0006575,GO:0006725,GO:0006732,GO:0006753,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009081,GO:0009108,GO:0009110,GO:0009117,GO:0009123,GO:0009165,GO:0009314,GO:0009628,GO:0009987,GO:0010165,GO:0010212,GO:0015939,GO:0015940,GO:0015949,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019752,GO:0032787,GO:0033317,GO:0034641,GO:0034654,GO:0042364,GO:0042398,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046939,GO:0046940,GO:0050145,GO:0050896,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	Cytidylate_kin
EFM745_00816		treB	hypothetical protein	system, trehalose-specific IIBC component	down_in_bhi_relative	1549.79969557822	-2.64374813636926	0.0901036208072703	3.38212101292392e-190	3.37742362262819e-189	-2.64872433785766	-29.4164636375194	G	ko00500,ko02060,map00500,map02060	ko:K02817,ko:K02818,ko:K02819			M00270	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0015766,GO:0015771,GO:0015772,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090589	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
EFM745_00904	infC	infC	Translation initiation factor IF-3	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins	down_in_bhi_relative	37292.8970882429	-1.51141981769535	0.0515496610038951	3.39542467284477e-189	3.37897624882407e-188	-1.51290187662635	-29.3380407977714	J		ko:K02520				GO:0000049,GO:0001731,GO:0002181,GO:0002183,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006413,GO:0006417,GO:0006446,GO:0006518,GO:0006807,GO:0006950,GO:0006996,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0016020,GO:0016043,GO:0019222,GO:0019538,GO:0022411,GO:0022607,GO:0022613,GO:0022618,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0032268,GO:0032270,GO:0032790,GO:0032984,GO:0032988,GO:0032991,GO:0034248,GO:0034250,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0043021,GO:0043022,GO:0043024,GO:0043043,GO:0043170,GO:0043254,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0045727,GO:0045948,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065003,GO:0065007,GO:0070992,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0080090,GO:0097159,GO:1901193,GO:1901195,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903008,GO:1904688,GO:1904690,GO:1990856,GO:1990904,GO:2000112,GO:2000765,GO:2000767	IF3_C,IF3_N
EFM745_02730	ctpE_2	ctpE	Calcium-transporting ATPase CtpE	E1-E2 ATPase	down_in_bhi_relative	5095.56956387999	-1.77803723948069	0.0607359008043667	5.74097756372859e-189	5.69346602527015e-188	-1.78058486898208	-29.3201543892902	P		ko:K12952	7.2.2.10	COG0474			E1-E2_ATPase,Hydrolase
EFM745_00387	leuS	leuS	Leucine--tRNA ligase	Belongs to the class-I aminoacyl-tRNA synthetase family	down_in_bhi_relative	14204.8993055268	-1.54511701458711	0.0529297883710995	6.17960076344882e-188	6.10739924250131e-187	-1.54766624467943	-29.2390929939432	J	ko00970,map00970	ko:K01869	6.1.1.4		M00359,M00360	GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0030312,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2
EFM745_01824	yheI	mdlA	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	ABC transporter transmembrane region	up_in_serum	2183.32804624942	1.93851510863777	0.0664491413490661	1.04078426816209e-187	1.02510121754595e-186	1.94139036039345	29.221279287753	V	ko02010,map02010	ko:K06148,ko:K18889	3.6.3.-	COG1132	M00707	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0008144,GO:0016020,GO:0016021,GO:0017076,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044425,GO:0044464,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363	ABC_membrane,ABC_tran
