#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_1652082_cov_46.167482:580686-582323|-   -            546 1507                 -            615         0 1028.2  18.0   1   1         0         0 1027.9  18.0    85   614    14   543     4   544 0.99 NODE_1_length_1652082_cov_46.167482_568 # 580686 # 582323 # -1 # ID=1_568;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.400
NODE_1_length_1652082_cov_46.167482:1482126-1482866|+ -            247 1507                 -            615   3.5e-14   49.5   0.3   1   1   1.5e-15   5.8e-14   48.8   0.3   382   596    10   220     1   235 0.75 NODE_1_length_1652082_cov_46.167482_1436 # 1482126 # 1482866 # 1 # ID=1_1436;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NODE_3_length_245057_cov_46.274867:60491-62023|+      -            511 1507                 -            615   6.2e-14   48.7   4.4   1   4   0.00024    0.0093   11.8   0.0   386   420    15    49     6    63 0.91 NODE_3_length_245057_cov_46.274867_87 # 60491 # 62023 # 1 # ID=3_87;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_3_length_245057_cov_46.274867:60491-62023|+      -            511 1507                 -            615   6.2e-14   48.7   4.4   2   4     2e-06   7.6e-05   18.7   0.1   508   545   157   194   134   264 0.76 NODE_3_length_245057_cov_46.274867_87 # 60491 # 62023 # 1 # ID=3_87;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_3_length_245057_cov_46.274867:60491-62023|+      -            511 1507                 -            615   6.2e-14   48.7   4.4   3   4    0.0022     0.087    8.6   0.0   379   421   327   367   316   393 0.79 NODE_3_length_245057_cov_46.274867_87 # 60491 # 62023 # 1 # ID=3_87;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_3_length_245057_cov_46.274867:60491-62023|+      -            511 1507                 -            615   6.2e-14   48.7   4.4   4   4    0.0023      0.09    8.5   0.1   505   555   432   482   410   499 0.83 NODE_3_length_245057_cov_46.274867_87 # 60491 # 62023 # 1 # ID=3_87;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1604957-1605637|+ -            227 1507                 -            615   3.5e-13   46.2   0.0   1   1   3.1e-14   1.2e-12   44.5   0.0   379   572     9   201     2   215 0.74 NODE_1_length_1652082_cov_46.167482_1554 # 1604957 # 1605637 # 1 # ID=1_1554;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_2_length_840748_cov_42.698360:554424-555161|-    -            246 1507                 -            615   4.1e-13   46.0   0.0   1   1   1.6e-14   6.1e-13   45.4   0.0   388   582    16   202     3   211 0.83 NODE_2_length_840748_cov_42.698360_533 # 554424 # 555161 # -1 # ID=2_533;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_1_length_1652082_cov_46.167482:869105-869743|-   -            213 1507                 -            615     1e-12   44.7   0.4   1   1   3.9e-14   1.5e-12   44.1   0.4   395   561    25   191    12   211 0.76 NODE_1_length_1652082_cov_46.167482_869 # 869105 # 869743 # -1 # ID=1_869;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.355
NODE_1_length_1652082_cov_46.167482:970224-970970|-   -            249 1507                 -            615   1.4e-12   44.2   0.1   1   2   1.9e-07   7.4e-06   22.0   0.0   383   443    15    74     3    89 0.85 NODE_1_length_1652082_cov_46.167482_960 # 970224 # 970970 # -1 # ID=1_960;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_1_length_1652082_cov_46.167482:970224-970970|-   -            249 1507                 -            615   1.4e-12   44.2   0.1   2   2     6e-07   2.4e-05   20.4   0.0   505   589   133   218   121   235 0.83 NODE_1_length_1652082_cov_46.167482_960 # 970224 # 970970 # -1 # ID=1_960;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_1_length_1652082_cov_46.167482:1545085-1546002|+ -            306 1507                 -            615   1.5e-12   44.2   1.6   1   1   3.8e-13   1.5e-11   40.9   1.6   391   599    25   224    15   239 0.77 NODE_1_length_1652082_cov_46.167482_1493 # 1545085 # 1546002 # 1 # ID=1_1493;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.417
NODE_1_length_1652082_cov_46.167482:893965-894738|-   -            258 1507                 -            615   5.7e-12   42.2   0.2   1   1   2.1e-13   8.1e-12   41.7   0.2   385   600    14   240     4   245 0.74 NODE_1_length_1652082_cov_46.167482_889 # 893965 # 894738 # -1 # ID=1_889;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 1507                 -            615   5.9e-12   42.2   0.0   1   3   1.6e-05   0.00062   15.7   0.0   373   422     3    53     1    69 0.88 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 1507                 -            615   5.9e-12   42.2   0.0   2   3       1.5        60   -0.8   0.0   503   569   109   173   102   201 0.74 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 1507                 -            615   5.9e-12   42.2   0.0   3   3   1.4e-07   5.5e-06   22.5   0.0   336   421   280   360   268   373 0.78 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:1076886-1077506|+ -            207 1507                 -            615   6.9e-12   42.0   0.0   1   1   2.3e-13   9.2e-12   41.6   0.0   506   595    39   130    27   138 0.91 NODE_1_length_1652082_cov_46.167482_1053 # 1076886 # 1077506 # 1 # ID=1_1053;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_2_length_840748_cov_42.698360:598224-600110|-    -            629 1507                 -            615   1.4e-11   41.0   0.1   1   4     0.048       1.9    4.2   0.0   383   420    14    50     4    58 0.85 NODE_2_length_840748_cov_42.698360_577 # 598224 # 600110 # -1 # ID=2_577;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_2_length_840748_cov_42.698360:598224-600110|-    -            629 1507                 -            615   1.4e-11   41.0   0.1   2   4   3.5e-05    0.0014   14.5   0.0   503   552   154   203   127   251 0.76 NODE_2_length_840748_cov_42.698360_577 # 598224 # 600110 # -1 # ID=2_577;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_2_length_840748_cov_42.698360:598224-600110|-    -            629 1507                 -            615   1.4e-11   41.0   0.1   3   4   0.00017    0.0066   12.3   0.0   385   433   333   381   290   393 0.84 NODE_2_length_840748_cov_42.698360_577 # 598224 # 600110 # -1 # ID=2_577;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_2_length_840748_cov_42.698360:598224-600110|-    -            629 1507                 -            615   1.4e-11   41.0   0.1   4   4     0.044       1.7    4.3   0.0   511   551   445   485   441   535 0.79 NODE_2_length_840748_cov_42.698360_577 # 598224 # 600110 # -1 # ID=2_577;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_2_length_840748_cov_42.698360:822604-823824|-    -            407 1507                 -            615   9.2e-11   38.2   0.0   1   2   6.5e-07   2.5e-05   20.3   0.0   388   436    41    89    13    95 0.89 NODE_2_length_840748_cov_42.698360_779 # 822604 # 823824 # -1 # ID=2_779;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_2_length_840748_cov_42.698360:822604-823824|-    -            407 1507                 -            615   9.2e-11   38.2   0.0   2   2   1.4e-05   0.00054   15.9   0.0   518   595   155   234   140   244 0.83 NODE_2_length_840748_cov_42.698360_779 # 822604 # 823824 # -1 # ID=2_779;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_8_length_9417_cov_147.340953:5103-5723|+         -            207 1507                 -            615   1.2e-10   37.8   0.5   1   1   4.3e-12   1.7e-10   37.4   0.5   387   579    15   204     4   206 0.80 NODE_8_length_9417_cov_147.340953_7 # 5103 # 5723 # 1 # ID=8_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.246
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 1507                 -            615   1.7e-10   37.3   0.1   1   4    0.0027      0.11    8.3   0.0   378   421    10    52     2    65 0.77 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 1507                 -            615   1.7e-10   37.3   0.1   2   4     0.083       3.2    3.4   0.0   496   599    87   191    75   198 0.80 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 1507                 -            615   1.7e-10   37.3   0.1   3   4   6.8e-05    0.0027   13.6   0.0   333   420   251   343   243   348 0.68 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 1507                 -            615   1.7e-10   37.3   0.1   4   4     0.008      0.31    6.8   0.0   504   553   403   452   363   477 0.82 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1386587-1388209|+ -            541 1507                 -            615     1e-09   34.8   1.4   1   3   1.2e-08   4.6e-07   26.0   0.0   377   553     5   198     1   253 0.74 NODE_1_length_1652082_cov_46.167482_1366 # 1386587 # 1388209 # 1 # ID=1_1366;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_1_length_1652082_cov_46.167482:1386587-1388209|+ -            541 1507                 -            615     1e-09   34.8   1.4   2   3      0.12       4.7    2.9   0.1   376   432   322   377   308   402 0.79 NODE_1_length_1652082_cov_46.167482_1366 # 1386587 # 1388209 # 1 # ID=1_1366;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_1_length_1652082_cov_46.167482:1386587-1388209|+ -            541 1507                 -            615     1e-09   34.8   1.4   3   3      0.13         5    2.8   0.0   510   597   439   527   418   537 0.68 NODE_1_length_1652082_cov_46.167482_1366 # 1386587 # 1388209 # 1 # ID=1_1366;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_1_length_1652082_cov_46.167482:361165-362064|-   -            300 1507                 -            615   3.3e-08   29.8   0.0   1   1   4.7e-09   1.8e-07   27.3   0.0   392   598    19   219    10   235 0.80 NODE_1_length_1652082_cov_46.167482_364 # 361165 # 362064 # -1 # ID=1_364;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_1_length_1652082_cov_46.167482:570595-571272|+   -            226 1507                 -            615   1.1e-06   24.7   0.0   1   2   0.00015     0.006   12.4   0.0   387   420    15    48     8    62 0.86 NODE_1_length_1652082_cov_46.167482_559 # 570595 # 571272 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_1_length_1652082_cov_46.167482:570595-571272|+   -            226 1507                 -            615   1.1e-06   24.7   0.0   2   2   0.00064     0.025   10.4   0.0   510   606   127   223   119   225 0.85 NODE_1_length_1652082_cov_46.167482_559 # 570595 # 571272 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_2_length_840748_cov_42.698360:80462-83278|+      -            939 1507                 -            615   5.8e-06   22.4   0.4   1   3      0.58        23    0.6   0.0   503   595   478   579   448   592 0.76 NODE_2_length_840748_cov_42.698360_78 # 80462 # 83278 # 1 # ID=2_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_2_length_840748_cov_42.698360:80462-83278|+      -            939 1507                 -            615   5.8e-06   22.4   0.4   2   3     0.028       1.1    5.0   0.0   390   419   621   650   611   656 0.85 NODE_2_length_840748_cov_42.698360_78 # 80462 # 83278 # 1 # ID=2_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_2_length_840748_cov_42.698360:80462-83278|+      -            939 1507                 -            615   5.8e-06   22.4   0.4   3   3   0.00013    0.0049   12.7   0.0   507   605   823   931   803   936 0.78 NODE_2_length_840748_cov_42.698360_78 # 80462 # 83278 # 1 # ID=2_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_1_length_1652082_cov_46.167482:1075558-1075806|+ -             83 1507                 -            615   0.00049   16.0   0.1   1   1   1.4e-05   0.00054   15.9   0.1   389   420    19    50     2    58 0.82 NODE_1_length_1652082_cov_46.167482_1051 # 1075558 # 1075806 # 1 # ID=1_1051;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.361
NODE_6_length_62897_cov_74.026034:7207-8622|-         -            472 1507                 -            615    0.0016   14.3   0.0   1   1   6.5e-05    0.0025   13.7   0.0   387   435   235   283   215   296 0.85 NODE_6_length_62897_cov_74.026034_10 # 7207 # 8622 # -1 # ID=6_10;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.328
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/1507at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_nanopore_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_nanopore_illumina_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/1507at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/1507at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_nanopore_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:12:58 2026
# [ok]
