#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_1652082_cov_46.167482:1357067-1358629|- -            521 18543                -            520         0 1065.2  18.8   1   1         0         0 1065.1  18.8     1   518     1   518     1   520 0.99 NODE_1_length_1652082_cov_46.167482_1338 # 1357067 # 1358629 # -1 # ID=1_1338;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_1_length_1652082_cov_46.167482:516192-517301|+   -            370 18543                -            520   1.6e-18   63.9   0.2   1   1   1.5e-19     6e-18   62.1   0.3    10   224     6   219     1   236 0.84 NODE_1_length_1652082_cov_46.167482_507 # 516192 # 517301 # 1 # ID=1_507;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_2_length_840748_cov_42.698360:12458-13264|+      -            269 18543                -            520   2.2e-18   63.5   0.2   1   1   6.8e-20   2.7e-18   63.2   0.2    13   230     9   227     3   243 0.87 NODE_2_length_840748_cov_42.698360_14 # 12458 # 13264 # 1 # ID=2_14;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_1652082_cov_46.167482:433668-435428|-   -            587 18543                -            520   3.1e-18   63.0   0.6   1   1   1.2e-19   4.6e-18   62.5   0.6    24   224   362   560   357   569 0.89 NODE_1_length_1652082_cov_46.167482_437 # 433668 # 435428 # -1 # ID=1_437;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_1_length_1652082_cov_46.167482:580686-582323|-   -            546 18543                -            520     6e-18   62.1   0.0   1   1   2.3e-19   8.9e-18   61.5   0.0    24   226   320   520   301   533 0.83 NODE_1_length_1652082_cov_46.167482_568 # 580686 # 582323 # -1 # ID=1_568;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.400
NODE_1_length_1652082_cov_46.167482:1490341-1492095|+ -            585 18543                -            520   7.6e-18   61.7   0.5   1   1     3e-19   1.2e-17   61.1   0.5    15   228   343   554   330   566 0.79 NODE_1_length_1652082_cov_46.167482_1446 # 1490341 # 1492095 # 1 # ID=1_1446;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
NODE_1_length_1652082_cov_46.167482:286547-287305|-   -            253 18543                -            520   1.3e-17   61.0   0.0   1   1   4.4e-19   1.7e-17   60.6   0.0     6   230     4   234     1   251 0.76 NODE_1_length_1652082_cov_46.167482_287 # 286547 # 287305 # -1 # ID=1_287;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_3_length_245057_cov_46.274867:233947-235716|-    -            590 18543                -            520   2.7e-17   59.9   2.2   1   1     1e-18     4e-17   59.4   2.2    25   223   368   564   359   574 0.85 NODE_3_length_245057_cov_46.274867_229 # 233947 # 235716 # -1 # ID=3_229;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_1652082_cov_46.167482:570595-571272|+   -            226 18543                -            520   3.8e-17   59.4   0.1   1   2   6.8e-07   2.7e-05   20.3   0.1    10    64     5    59     1    71 0.86 NODE_1_length_1652082_cov_46.167482_559 # 570595 # 571272 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_1_length_1652082_cov_46.167482:570595-571272|+   -            226 18543                -            520   3.8e-17   59.4   0.1   2   2   4.3e-12   1.7e-10   37.5   0.0   140   223   124   207    97   217 0.88 NODE_1_length_1652082_cov_46.167482_559 # 570595 # 571272 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_1_length_1652082_cov_46.167482:1482126-1482866|+ -            247 18543                -            520   7.4e-17   58.5   1.8   1   1   2.3e-18   9.2e-17   58.2   1.8     8   219     2   209     1   231 0.83 NODE_1_length_1652082_cov_46.167482_1436 # 1482126 # 1482866 # 1 # ID=1_1436;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NODE_1_length_1652082_cov_46.167482:512899-514662|+   -            588 18543                -            520   1.8e-16   57.2   0.1   1   1   6.8e-18   2.7e-16   56.6   0.1    24   223   365   562   357   570 0.81 NODE_1_length_1652082_cov_46.167482_504 # 512899 # 514662 # 1 # ID=1_504;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_1_length_1652082_cov_46.167482:1305617-1306561|- -            315 18543                -            520   5.3e-16   55.6   0.1   1   1   1.9e-17   7.4e-16   55.2   0.1    21   225    29   237    21   246 0.86 NODE_1_length_1652082_cov_46.167482_1275 # 1305617 # 1306561 # -1 # ID=1_1275;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_3_length_245057_cov_46.274867:235719-237431|-    -            571 18543                -            520   1.6e-15   54.0   0.6   1   1   8.9e-17   3.5e-15   52.9   0.6    24   224   347   545   340   556 0.85 NODE_3_length_245057_cov_46.274867_230 # 235719 # 237431 # -1 # ID=3_230;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_8_length_9417_cov_147.340953:5103-5723|+         -            207 18543                -            520   3.2e-15   53.1   0.6   1   1   9.5e-17   3.8e-15   52.8   0.6     8   205     3   196     1   202 0.91 NODE_8_length_9417_cov_147.340953_7 # 5103 # 5723 # 1 # ID=8_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.246
NODE_1_length_1652082_cov_46.167482:582574-584301|-   -            576 18543                -            520   6.1e-15   52.1   0.3   1   1   2.4e-16   9.4e-15   51.5   0.3    22   223   348   547   328   559 0.81 NODE_1_length_1652082_cov_46.167482_570 # 582574 # 584301 # -1 # ID=1_570;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_1_length_1652082_cov_46.167482:260658-262409|-   -            584 18543                -            520   1.4e-14   51.0   0.6   1   1   5.1e-16     2e-14   50.4   0.6   275   483   352   550   333   559 0.84 NODE_1_length_1652082_cov_46.167482_265 # 260658 # 262409 # -1 # ID=1_265;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.392
NODE_1_length_1652082_cov_46.167482:435425-437155|-   -            577 18543                -            520   2.4e-14   50.2   0.1   1   2   8.9e-08   3.5e-06   23.2   0.0     8   125   332   447   326   467 0.78 NODE_1_length_1652082_cov_46.167482_438 # 435425 # 437155 # -1 # ID=1_438;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_1652082_cov_46.167482:435425-437155|-   -            577 18543                -            520   2.4e-14   50.2   0.1   2   2   3.4e-08   1.3e-06   24.6   0.1   403   493   469   557   457   561 0.89 NODE_1_length_1652082_cov_46.167482_438 # 435425 # 437155 # -1 # ID=1_438;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_1652082_cov_46.167482:287321-288127|-   -            269 18543                -            520   2.5e-14   50.1   0.1   1   1   2.2e-15   8.8e-14   48.3   0.1    12   222    26   242    14   250 0.74 NODE_1_length_1652082_cov_46.167482_288 # 287321 # 288127 # -1 # ID=1_288;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_2_length_840748_cov_42.698360:554424-555161|-    -            246 18543                -            520   3.2e-14   49.8   0.0   1   1   9.9e-16   3.9e-14   49.5   0.0    10   217     5   202     1   221 0.86 NODE_2_length_840748_cov_42.698360_533 # 554424 # 555161 # -1 # ID=2_533;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_1_length_1652082_cov_46.167482:893965-894738|-   -            258 18543                -            520   4.5e-14   49.3   2.1   1   2   2.7e-12   1.1e-10   38.2   0.5     7    89     3    87     1   129 0.85 NODE_1_length_1652082_cov_46.167482_889 # 893965 # 894738 # -1 # ID=1_889;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_1_length_1652082_cov_46.167482:893965-894738|-   -            258 18543                -            520   4.5e-14   49.3   2.1   2   2   0.00053     0.021   10.8   0.1   401   484   142   226   122   243 0.85 NODE_1_length_1652082_cov_46.167482_889 # 893965 # 894738 # -1 # ID=1_889;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_1_length_1652082_cov_46.167482:258874-260658|-   -            595 18543                -            520   1.1e-13   48.1   0.4   1   1   3.7e-15   1.5e-13   47.6   0.4     8   227   355   573   349   590 0.80 NODE_1_length_1652082_cov_46.167482_264 # 258874 # 260658 # -1 # ID=1_264;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_3_length_245057_cov_46.274867:222269-224053|+    -            595 18543                -            520   1.3e-13   47.7   0.8   1   1   1.5e-14   5.8e-13   45.6   0.8    23   222   371   568   351   572 0.84 NODE_3_length_245057_cov_46.274867_222 # 222269 # 224053 # 1 # ID=3_222;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_3_length_245057_cov_46.274867:220533-222254|+    -            574 18543                -            520   1.1e-12   44.7   0.1   1   1   4.2e-14   1.7e-12   44.1   0.1    24   225   353   552   331   564 0.86 NODE_3_length_245057_cov_46.274867_221 # 220533 # 222254 # 1 # ID=3_221;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_1_length_1652082_cov_46.167482:1076886-1077506|+ -            207 18543                -            520   1.6e-12   44.2   0.1   1   1   4.9e-14   1.9e-12   43.9   0.1   133   224    33   124     8   138 0.88 NODE_1_length_1652082_cov_46.167482_1053 # 1076886 # 1077506 # 1 # ID=1_1053;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_2_length_840748_cov_42.698360:80462-83278|+      -            939 18543                -            520   1.2e-11   41.2   0.7   1   2   0.00042     0.016   11.1   0.1   164   306   508   651   465   666 0.71 NODE_2_length_840748_cov_42.698360_78 # 80462 # 83278 # 1 # ID=2_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_2_length_840748_cov_42.698360:80462-83278|+      -            939 18543                -            520   1.2e-11   41.2   0.7   2   2   5.7e-09   2.2e-07   27.2   0.1   144   208   827   894   797   901 0.86 NODE_2_length_840748_cov_42.698360_78 # 80462 # 83278 # 1 # ID=2_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 18543                -            520   1.1e-09   34.8   6.5   1   4   1.2e-05   0.00047   16.2   0.1     5    65     3    63     1    76 0.84 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 18543                -            520   1.1e-09   34.8   6.5   2   4    0.0092      0.37    6.7   0.0   127   187    87   146    72   175 0.83 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 18543                -            520   1.1e-09   34.8   6.5   3   4     0.065       2.6    3.9   0.1    29    51   319   341   310   349 0.84 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:1570874-1572352|+ -            493 18543                -            520   1.1e-09   34.8   6.5   4   4    0.0025     0.099    8.6   0.0   356   445   353   450   348   455 0.70 NODE_1_length_1652082_cov_46.167482_1521 # 1570874 # 1572352 # 1 # ID=1_1521;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_1652082_cov_46.167482:511181-512896|+   -            572 18543                -            520   6.4e-09   32.3   0.0   1   1   2.6e-10     1e-08   31.6   0.0   277   482   351   545   329   560 0.51 NODE_1_length_1652082_cov_46.167482_503 # 511181 # 512896 # 1 # ID=1_503;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
NODE_1_length_1652082_cov_46.167482:1075558-1075806|+ -             83 18543                -            520   2.1e-08   30.6   0.0   1   1   5.8e-10   2.3e-08   30.5   0.0     7    57     4    54     1    62 0.93 NODE_1_length_1652082_cov_46.167482_1051 # 1075558 # 1075806 # 1 # ID=1_1051;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.361
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 18543                -            520   2.8e-08   30.2   0.8   1   4    0.0038      0.15    8.0   0.1    24    64    22    61     2    80 0.73 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 18543                -            520   2.8e-08   30.2   0.8   2   4     0.016      0.62    5.9   0.0   403   479   115   188    69   194 0.87 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 18543                -            520   2.8e-08   30.2   0.8   3   4      0.17       6.6    2.6   0.0    26    58   332   364   323   384 0.83 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:820915-822417|-   -            501 18543                -            520   2.8e-08   30.2   0.8   4   4    0.0018     0.071    9.0   0.0   138   183   422   467   394   494 0.77 NODE_1_length_1652082_cov_46.167482_824 # 820915 # 822417 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_1_length_1652082_cov_46.167482:1625174-1626073|+ -            300 18543                -            520     0.033   10.1   0.0   1   1    0.0012     0.048    9.6   0.0    36    64   160   188   151   197 0.90 NODE_1_length_1652082_cov_46.167482_1573 # 1625174 # 1626073 # 1 # ID=1_1573;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.412
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/18543at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_nanopore_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_nanopore_illumina_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/18543at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/18543at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_nanopore_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:13:11 2026
# [ok]
