#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:696060-697622|+   -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 tig00000001_637 # 696060 # 697622 # 1 # ID=1_637;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
tig00000001:384426-386138|-   -            571 18543                -            519   7.1e-16   55.1   0.5   1   2       3.6   1.4e+02   -1.9   0.7    88   208   178   305   169   311 0.55 tig00000001_371 # 384426 # 386138 # -1 # ID=1_371;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
tig00000001:384426-386138|-   -            571 18543                -            519   7.1e-16   55.1   0.5   2   2   1.8e-17   7.1e-16   55.1   0.5    24   222   348   544   340   556 0.85 tig00000001_371 # 384426 # 386138 # -1 # ID=1_371;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
tig00000001:1792251-1794002|+ -            584 18543                -            519   9.2e-16   54.8   0.5   1   1   3.5e-17   1.4e-15   54.2   0.5   274   483   352   551   335   559 0.85 tig00000001_1722 # 1792251 # 1794002 # 1 # ID=1_1722;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.393
tig00000010:6381-7001|-       -            207 18543                -            519   1.2e-15   54.4   1.7   1   1   3.5e-17   1.4e-15   54.2   1.7     7   204     3   196     1   204 0.91 tig00000010_10 # 6381 # 7001 # -1 # ID=9_10;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.246
tig00000001:1470369-1472096|+ -            576 18543                -            519   1.4e-15   54.1   0.2   1   1   5.8e-17   2.2e-15   53.5   0.2    21   222   348   547   334   563 0.81 tig00000001_1412 # 1470369 # 1472096 # 1 # ID=1_1412;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
tig00000001:1617512-1619242|+ -            577 18543                -            519   3.5e-15   52.8   0.1   1   1     3e-16   1.2e-14   51.1   0.1   274   492   349   557   344   572 0.90 tig00000001_1547 # 1617512 # 1619242 # 1 # ID=1_1547;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
tig00000001:2614790-2615527|- -            246 18543                -            519   8.8e-15   51.5   0.0   1   1   2.7e-16   1.1e-14   51.3   0.0    16   225    12   213     1   222 0.86 tig00000001_2536 # 2614790 # 2615527 # -1 # ID=1_2536;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001:370976-372760|+   -            595 18543                -            519   1.4e-14   50.8   0.6   1   1   1.1e-15   4.3e-14   49.3   0.6    23   222   372   569   354   576 0.82 tig00000001_363 # 370976 # 372760 # 1 # ID=1_363;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
tig00000001:1159940-1160713|+ -            258 18543                -            519   1.5e-14   50.8   2.5   1   2     3e-12   1.2e-10   37.9   0.5     6    88     3    87     1   101 0.85 tig00000001_1091 # 1159940 # 1160713 # 1 # ID=1_1091;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
tig00000001:1159940-1160713|+ -            258 18543                -            519   1.5e-14   50.8   2.5   2   2   0.00012    0.0048   12.8   0.1   396   487   138   230   115   249 0.86 tig00000001_1091 # 1159940 # 1160713 # 1 # ID=1_1091;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
tig00000001:1794002-1795786|+ -            595 18543                -            519   4.1e-14   49.3   0.4   1   1   1.5e-15   5.9e-14   48.8   0.4     7   223   355   570   351   587 0.80 tig00000001_1723 # 1794002 # 1795786 # 1 # ID=1_1723;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
tig00000001:977172-977792|-   -            207 18543                -            519   1.1e-13   48.0   0.1   1   1   3.3e-15   1.3e-13   47.7   0.1   119   226    22   127     4   140 0.87 tig00000001_926 # 977172 # 977792 # -1 # ID=1_926;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
tig00000001:369240-370961|+   -            574 18543                -            519   1.1e-13   47.9   0.1   1   1   4.2e-15   1.6e-13   47.3   0.1    23   223   353   551   331   565 0.87 tig00000001_362 # 369240 # 370961 # 1 # ID=1_362;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
tig00000001:2377282-2377584|+ -            101 18543                -            519   1.9e-13   47.2   0.1   1   1     5e-15   1.9e-13   47.1   0.1     5    71     3    73     1    98 0.82 tig00000001_2309 # 2377282 # 2377584 # 1 # ID=1_2309;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.353
tig00000001:2140840-2143656|+ -            939 18543                -            519   1.2e-11   41.3   1.3   1   2   0.00023    0.0089   11.9   0.1   163   305   508   651   485   664 0.72 tig00000001_2075 # 2140840 # 2143656 # 1 # ID=1_2075;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001:2140840-2143656|+ -            939 18543                -            519   1.2e-11   41.3   1.3   2   2   5.7e-09   2.2e-07   27.1   0.1   146   208   830   895   800   902 0.84 tig00000001_2075 # 2140840 # 2143656 # 1 # ID=1_2075;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001:2377656-2377967|+ -            104 18543                -            519   4.8e-10   35.9   0.0   1   1   1.3e-11   4.8e-10   35.9   0.0   390   482     5    96     1   103 0.77 tig00000001_2310 # 2377656 # 2377967 # 1 # ID=1_2310;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.385
tig00000001:481679-483157|-   -            493 18543                -            519   8.7e-10   35.1   7.8   1   5   2.5e-06   9.5e-05   18.4   0.1     4    65     3    64     1    73 0.85 tig00000001_452 # 481679 # 483157 # -1 # ID=1_452;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:481679-483157|-   -            493 18543                -            519   8.7e-10   35.1   7.8   2   5      0.01      0.39    6.5   0.0   125   186    86   146    73   175 0.83 tig00000001_452 # 481679 # 483157 # -1 # ID=1_452;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:481679-483157|-   -            493 18543                -            519   8.7e-10   35.1   7.8   3   5       4.3   1.7e+02   -2.2   0.8   100   139   203   243   198   263 0.75 tig00000001_452 # 481679 # 483157 # -1 # ID=1_452;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:481679-483157|-   -            493 18543                -            519   8.7e-10   35.1   7.8   4   5     0.054       2.1    4.1   0.1    30    50   321   341   313   364 0.84 tig00000001_452 # 481679 # 483157 # -1 # ID=1_452;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:481679-483157|-   -            493 18543                -            519   8.7e-10   35.1   7.8   5   5    0.0066      0.25    7.1   0.0   383   444   389   450   344   455 0.76 tig00000001_452 # 481679 # 483157 # -1 # ID=1_452;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:1541772-1543487|- -            572 18543                -            519   1.3e-09   34.5   0.0   1   1   5.4e-11   2.1e-09   33.8   0.0    23   220   351   545   343   563 0.65 tig00000001_1480 # 1541772 # 1543487 # -1 # ID=1_1480;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
tig00000001:1232260-1233762|+ -            501 18543                -            519   2.6e-08   30.2   0.1   1   4     0.002     0.078    8.8   0.0    23    66    22    64     2    84 0.72 tig00000001_1156 # 1232260 # 1233762 # 1 # ID=1_1156;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:1232260-1233762|+ -            501 18543                -            519   2.6e-08   30.2   0.1   2   4     0.028       1.1    5.1   0.0   402   478   115   188    97   222 0.87 tig00000001_1156 # 1232260 # 1233762 # 1 # ID=1_1156;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:1232260-1233762|+ -            501 18543                -            519   2.6e-08   30.2   0.1   3   4      0.17       6.6    2.5   0.0    29    56   336   363   264   383 0.77 tig00000001_1156 # 1232260 # 1233762 # 1 # ID=1_1156;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:1232260-1233762|+ -            501 18543                -            519   2.6e-08   30.2   0.1   4   4    0.0021     0.082    8.7   0.0   137   181   422   466   390   494 0.76 tig00000001_1156 # 1232260 # 1233762 # 1 # ID=1_1156;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:978872-979120|-   -             83 18543                -            519   3.1e-08   29.9   0.0   1   1   8.5e-10   3.3e-08   29.8   0.0     6    56     4    54     1    63 0.92 tig00000001_928 # 978872 # 979120 # -1 # ID=1_928;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.357
tig00000011:6697-7041|-       -            115 18543                -            519   9.9e-08   28.3   0.1   1   1   2.9e-09   1.1e-07   28.1   0.1   120   204    18   104     5   112 0.67 tig00000011_11 # 6697 # 7041 # -1 # ID=10_11;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.241
tig00000001:564877-565323|-   -            149 18543                -            519   1.9e-05   20.7   0.2   1   1   5.8e-07   2.2e-05   20.5   0.2   121   219    27   124     7   142 0.69 tig00000001_528 # 564877 # 565323 # -1 # ID=1_528;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.293
tig00000001:427957-428856|-   -            300 18543                -            519     0.037    9.9   0.0   1   1    0.0014     0.054    9.3   0.0    36    64   161   189   155   198 0.90 tig00000001_400 # 427957 # 428856 # -1 # ID=1_400;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.413
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/canu_pacbio_auto/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/canu_pacbio_auto/run_enterococcaceae_odb12/hmmer_output/18543at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/canu_pacbio_auto/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:38:32 2026
# [ok]
