#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_16_length_62801_cov_61.371830:30713-32275|+   -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 NODE_16_length_62801_cov_61.371830_30 # 30713 # 32275 # 1 # ID=16_30;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_5_length_185063_cov_65.589034:95257-96015|+   -            253 18543                -            519   8.5e-19   64.8   0.0   1   1   8.2e-20   3.2e-18   62.8   0.0     5   229     4   234     1   250 0.75 NODE_5_length_185063_cov_65.589034_95 # 95257 # 96015 # 1 # ID=5_95;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_7_length_162800_cov_68.413407:161057-162694|+ -            546 18543                -            519   2.8e-18   63.1   0.1   1   1     1e-19   4.1e-18   62.5   0.1    24   225   321   520   302   534 0.82 NODE_7_length_162800_cov_68.413407_181 # 161057 # 162694 # 1 # ID=7_181;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.401
NODE_8_length_133129_cov_72.724935:123565-124242|+ -            226 18543                -            519   3.4e-18   62.8   0.2   1   2   3.1e-07   1.2e-05   21.3   0.1     9    65     5    61     1    70 0.88 NODE_8_length_133129_cov_72.724935_114 # 123565 # 124242 # 1 # ID=8_114;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_8_length_133129_cov_72.724935:123565-124242|+ -            226 18543                -            519   3.4e-18   62.8   0.2   2   2     8e-13   3.2e-11   39.8   0.0   120   221   105   206    96   215 0.90 NODE_8_length_133129_cov_72.724935_114 # 123565 # 124242 # 1 # ID=8_114;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NODE_1_length_385945_cov_86.278628:168246-169052|+ -            269 18543                -            519   7.5e-18   61.6   0.2   1   1   2.3e-19   9.1e-18   61.4   0.2    11   233     8   231     3   252 0.86 NODE_1_length_385945_cov_86.278628_184 # 168246 # 169052 # 1 # ID=1_184;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_8_length_133129_cov_72.724935:81188-82141|-   -            318 18543                -            519   2.2e-17   60.1   0.7   1   1   2.9e-18   1.2e-16   57.7   0.7    18   220    22   230     4   239 0.80 NODE_8_length_133129_cov_72.724935_73 # 81188 # 82141 # -1 # ID=8_73;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_11_length_113754_cov_100.754285:93352-94296|- -            315 18543                -            519   2.3e-17   60.1   0.9   1   1   2.5e-18   9.8e-17   57.9   0.9   272   485    28   237    22   247 0.66 NODE_11_length_113754_cov_100.754285_88 # 93352 # 94296 # -1 # ID=11_88;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_8_length_133129_cov_72.724935:65869-67632|+   -            588 18543                -            519   2.7e-17   59.8   0.2   1   1   1.1e-18   4.4e-17   59.1   0.2    24   222   366   562   360   573 0.78 NODE_8_length_133129_cov_72.724935_59 # 65869 # 67632 # 1 # ID=8_59;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_24_length_31976_cov_58.492972:3366-4106|+     -            247 18543                -            519   1.8e-16   57.1   2.6   1   1   7.1e-18   2.8e-16   56.5   2.6     7   218     2   209     1   233 0.82 NODE_24_length_31976_cov_58.492972_4 # 3366 # 4106 # 1 # ID=24_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NODE_5_length_185063_cov_65.589034:94435-95241|+   -            269 18543                -            519     3e-16   56.4   0.1   1   2   2.3e-06   8.9e-05   18.5   0.0    10    88    25   109    16   115 0.71 NODE_5_length_185063_cov_65.589034_94 # 94435 # 95241 # 1 # ID=5_94;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_5_length_185063_cov_65.589034:94435-95241|+   -            269 18543                -            519     3e-16   56.4   0.1   2   2   2.9e-12   1.2e-10   37.9   0.0   339   483    97   243    95   251 0.82 NODE_5_length_185063_cov_65.589034_94 # 94435 # 95241 # 1 # ID=5_94;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_10_length_119333_cov_96.609128:75173-76885|+  -            571 18543                -            519     7e-16   55.1   0.5   1   2       3.5   1.4e+02   -1.9   0.7    88   208   178   305   169   311 0.55 NODE_10_length_119333_cov_96.609128_58 # 75173 # 76885 # 1 # ID=10_58;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_10_length_119333_cov_96.609128:75173-76885|+  -            571 18543                -            519     7e-16   55.1   0.5   2   2   1.8e-17     7e-16   55.1   0.5    24   222   348   544   340   556 0.85 NODE_10_length_119333_cov_96.609128_58 # 75173 # 76885 # 1 # ID=10_58;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NODE_5_length_185063_cov_65.589034:120152-121903|+ -            584 18543                -            519   9.1e-16   54.8   0.5   1   1   3.4e-17   1.3e-15   54.2   0.5   274   483   352   551   335   559 0.85 NODE_5_length_185063_cov_65.589034_117 # 120152 # 121903 # 1 # ID=5_117;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_36_length_9335_cov_248.339389:2984-3604|-     -            207 18543                -            519   1.2e-15   54.4   1.7   1   1   3.4e-17   1.3e-15   54.2   1.7     7   204     3   196     1   204 0.91 NODE_36_length_9335_cov_248.339389_5 # 2984 # 3604 # -1 # ID=36_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.246
NODE_7_length_162800_cov_68.413407:159079-160806|+ -            576 18543                -            519   1.4e-15   54.1   0.2   1   1   5.6e-17   2.2e-15   53.5   0.2    21   222   348   547   334   563 0.81 NODE_7_length_162800_cov_68.413407_179 # 159079 # 160806 # 1 # ID=7_179;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_18_length_58283_cov_66.770060:46834-48564|-   -            577 18543                -            519   3.5e-15   52.8   0.1   1   1   2.9e-16   1.2e-14   51.1   0.1   274   492   349   557   344   572 0.90 NODE_18_length_58283_cov_66.770060_52 # 46834 # 48564 # -1 # ID=18_52;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.385
NODE_9_length_122393_cov_64.141746:102233-102970|+ -            246 18543                -            519   8.6e-15   51.5   0.0   1   1   2.6e-16     1e-14   51.3   0.0    16   225    12   213     1   222 0.86 NODE_9_length_122393_cov_64.141746_95 # 102233 # 102970 # 1 # ID=9_95;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.409
NODE_10_length_119333_cov_96.609128:88551-90335|-  -            595 18543                -            519   1.4e-14   50.8   0.6   1   1   1.1e-15   4.2e-14   49.3   0.6    23   222   372   569   354   576 0.82 NODE_10_length_119333_cov_96.609128_66 # 88551 # 90335 # -1 # ID=10_66;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_17_length_58686_cov_60.941844:7348-8121|+     -            258 18543                -            519   1.5e-14   50.8   2.5   1   2   2.9e-12   1.2e-10   37.9   0.5     6    88     3    87     1   101 0.85 NODE_17_length_58686_cov_60.941844_9 # 7348 # 8121 # 1 # ID=17_9;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_17_length_58686_cov_60.941844:7348-8121|+     -            258 18543                -            519   1.5e-14   50.8   2.5   2   2   0.00012    0.0047   12.8   0.1   396   487   138   230   115   249 0.86 NODE_17_length_58686_cov_60.941844_9 # 7348 # 8121 # 1 # ID=17_9;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NODE_5_length_185063_cov_65.589034:121903-123687|+ -            595 18543                -            519     4e-14   49.3   0.4   1   1   1.5e-15   5.8e-14   48.8   0.4     7   223   355   570   351   587 0.80 NODE_5_length_185063_cov_65.589034_118 # 121903 # 123687 # 1 # ID=5_118;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_23_length_33126_cov_91.045387:18499-19119|+   -            207 18543                -            519     1e-13   48.0   0.1   1   1   3.1e-15   1.2e-13   47.7   0.1   119   226    22   127     4   140 0.87 NODE_23_length_33126_cov_91.045387_15 # 18499 # 19119 # 1 # ID=23_15;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_10_length_119333_cov_96.609128:90350-92071|-  -            574 18543                -            519   1.1e-13   47.9   0.1   1   1   4.1e-15   1.6e-13   47.3   0.1    23   223   353   551   331   565 0.87 NODE_10_length_119333_cov_96.609128_67 # 90350 # 92071 # -1 # ID=10_67;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_1_length_385945_cov_86.278628:236250-239066|+ -            939 18543                -            519   1.1e-11   41.3   1.3   1   2   0.00022    0.0087   11.9   0.1   163   305   508   651   485   664 0.72 NODE_1_length_385945_cov_86.278628_248 # 236250 # 239066 # 1 # ID=1_248;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_1_length_385945_cov_86.278628:236250-239066|+ -            939 18543                -            519   1.1e-11   41.3   1.3   2   2   5.5e-09   2.2e-07   27.1   0.1   146   208   830   895   800   902 0.84 NODE_1_length_385945_cov_86.278628_248 # 236250 # 239066 # 1 # ID=1_248;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_13_length_81038_cov_67.502957:19950-21428|-   -            493 18543                -            519   8.6e-10   35.1   7.8   1   5   2.4e-06   9.3e-05   18.4   0.1     4    65     3    64     1    73 0.85 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_13_length_81038_cov_67.502957:19950-21428|-   -            493 18543                -            519   8.6e-10   35.1   7.8   2   5    0.0098      0.39    6.5   0.0   125   186    86   146    73   175 0.83 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_13_length_81038_cov_67.502957:19950-21428|-   -            493 18543                -            519   8.6e-10   35.1   7.8   3   5       4.2   1.7e+02   -2.2   0.8   100   139   203   243   198   263 0.75 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_13_length_81038_cov_67.502957:19950-21428|-   -            493 18543                -            519   8.6e-10   35.1   7.8   4   5     0.052         2    4.1   0.1    30    50   321   341   313   364 0.84 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_13_length_81038_cov_67.502957:19950-21428|-   -            493 18543                -            519   8.6e-10   35.1   7.8   5   5    0.0063      0.25    7.1   0.0   383   444   389   450   344   455 0.76 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_8_length_133129_cov_72.724935:64151-65866|+   -            572 18543                -            519   1.2e-09   34.5   0.0   1   1   5.2e-11   2.1e-09   33.8   0.0    23   220   351   545   343   563 0.65 NODE_8_length_133129_cov_72.724935_58 # 64151 # 65866 # 1 # ID=8_58;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
NODE_27_length_28698_cov_57.404326:5888-7390|+     -            501 18543                -            519   2.6e-08   30.2   0.1   1   4    0.0019     0.076    8.8   0.0    23    66    22    64     2    84 0.72 NODE_27_length_28698_cov_57.404326_6 # 5888 # 7390 # 1 # ID=27_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_27_length_28698_cov_57.404326:5888-7390|+     -            501 18543                -            519   2.6e-08   30.2   0.1   2   4     0.027         1    5.1   0.0   402   478   115   188    97   222 0.87 NODE_27_length_28698_cov_57.404326_6 # 5888 # 7390 # 1 # ID=27_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_27_length_28698_cov_57.404326:5888-7390|+     -            501 18543                -            519   2.6e-08   30.2   0.1   3   4      0.16       6.5    2.5   0.0    29    56   336   363   264   383 0.77 NODE_27_length_28698_cov_57.404326_6 # 5888 # 7390 # 1 # ID=27_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_27_length_28698_cov_57.404326:5888-7390|+     -            501 18543                -            519   2.6e-08   30.2   0.1   4   4     0.002      0.08    8.7   0.0   137   181   422   466   390   494 0.76 NODE_27_length_28698_cov_57.404326_6 # 5888 # 7390 # 1 # ID=27_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_23_length_33126_cov_91.045387:17171-17419|+   -             83 18543                -            519     3e-08   29.9   0.0   1   1   8.2e-10   3.2e-08   29.8   0.0     6    56     4    54     1    63 0.92 NODE_23_length_33126_cov_91.045387_13 # 17171 # 17419 # 1 # ID=23_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.361
NODE_10_length_119333_cov_96.609128:32456-33355|+  -            300 18543                -            519     0.036    9.9   0.0   1   1    0.0013     0.053    9.3   0.0    36    64   161   189   155   198 0.90 NODE_10_length_119333_cov_96.609128_29 # 32456 # 33355 # 1 # ID=10_29;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.412
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_auto/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_auto/run_enterococcaceae_odb12/hmmer_output/18543at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/18543at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_auto/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:41:41 2026
# [ok]
