# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
tig00000001_pilon_pilon	tRNA	624211	624284	-	EFM745_00626	66.4	-	-	-	-	-
tig00000001_pilon_pilon	tRNA	624342	624415	-	EFM745_00627	79.9	-	-	-	-	-
tig00000001_pilon_pilon	tRNA	624437	624510	-	EFM745_00628	66.4	-	-	-	-	-
tig00000001_pilon_pilon	tRNA	624521	624606	-	EFM745_00629	68.7	-	-	-	-	-
tig00000001_pilon_pilon	tRNA	624623	624694	-	EFM745_00630	82.3	-	-	-	-	-
tig00000001_pilon_pilon	tRNA	624706	624778	-	EFM745_00631	81.4	-	-	-	-	-
tig00000001_pilon_pilon	tRNA	624796	624877	-	EFM745_00632	66.2	-	-	-	-	-
tig00000001_pilon_pilon	tRNA	624885	624957	-	EFM745_00633	81.7	-	-	-	-	-
tig00000001_pilon_pilon	tRNA	624961	625033	-	EFM745_00634	76.7	-	-	-	-	-
tig00000001_pilon_pilon	rRNA	625047	625162	-	EFM745_00635	92.1	2.1e-15	-	-	-	RFAM:RF00001
tig00000001_pilon_pilon	rRNA	625257	628171	-	EFM745_00636	2964.0	2.1e-06	-	-	-	RFAM:RF02541
tig00000001_pilon_pilon	rRNA	628516	630076	-	EFM745_00637	1631.4	1.6e-49	-	-	-	RFAM:RF00177
tig00000001_pilon_pilon	cds	630817	631506	+	EFM745_00638	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JT29
tig00000001_pilon_pilon	cds	631493	632701	+	EFM745_00639	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JSC5
tig00000001_pilon_pilon	ncRNA-region	632740	632945	+	-	98.9	2.1e-13	-	-	-	RFAM:RF00230
tig00000001_pilon_pilon	cds	632995	634266	+	EFM745_00640	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JQR8
tig00000001_pilon_pilon	cds	634815	636299	-	EFM745_00641	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JSD8
tig00000001_pilon_pilon	cds	636804	637499	-	EFM745_00642	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB33YMW3
tig00000001_pilon_pilon	cds	637589	638689	-	EFM745_00643	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JP54
tig00000001_pilon_pilon	cds	638698	638889	-	EFM745_00644	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JNU7
tig00000001_pilon_pilon	cds	638910	639800	-	EFM745_00645	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JR71
tig00000001_pilon_pilon	cds	639787	640554	-	EFM745_00646	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JMY5
tig00000001_pilon_pilon	cds	640566	641279	-	EFM745_00647	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JS57
tig00000001_pilon_pilon	cds	641511	643412	-	EFM745_00648	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q3XYK5
tig00000001_pilon_pilon	cds	643429	644826	-	EFM745_00649	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JPG9
tig00000001_pilon_pilon	cds	645170	645508	+	EFM745_00650	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JNI6
tig00000001_pilon_pilon	cds	645676	646434	-	EFM745_00651	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JQ58
tig00000001_pilon_pilon	cds	646452	647270	-	EFM745_00652	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JQS5
tig00000001_pilon_pilon	cds	647267	647623	-	EFM745_00653	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JP65
tig00000001_pilon_pilon	cds	647741	647875	-	EFM745_00654	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1L8WRB9
tig00000001_pilon_pilon	cds	648398	649732	+	EFM745_00655	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JR82
tig00000001_pilon_pilon	cds	649930	651060	+	EFM745_00656	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JMZ3
tig00000001_pilon_pilon	cds	651223	651531	+	EFM745_00657	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1A7TKX4
tig00000001_pilon_pilon	cds	651518	652642	+	EFM745_00658	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JMY7
tig00000001_pilon_pilon	cds	652639	654585	+	EFM745_00659	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JPH6
tig00000001_pilon_pilon	cds	654605	657076	+	EFM745_00660	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAW8RCM6
tig00000001_pilon_pilon	cds	657312	657611	+	EFM745_00661	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JQ69
tig00000001_pilon_pilon	cds	657661	658173	+	EFM745_00662	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JQT4
tig00000001_pilon_pilon	cds	658199	658435	+	EFM745_00663	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1L8WR90
tig00000001_pilon_pilon	cds	658578	660551	+	EFM745_00664	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JNW6
tig00000001_pilon_pilon	cds	660557	661009	+	EFM745_00665	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JR93
tig00000001_pilon_pilon	cds	661283	662650	+	EFM745_00666	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JN09
tig00000001_pilon_pilon	cds	663430	664722	+	EFM745_00667	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JT41
tig00000001_pilon_pilon	cds	665509	666372	+	EFM745_00668	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JQ80
tig00000001_pilon_pilon	cds	666501	668123	-	EFM745_00669	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A133CLA8
tig00000001_pilon_pilon	cds	668372	668893	+	EFM745_00670	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JPM1
tig00000001_pilon_pilon	cds	669079	670809	-	EFM745_00671	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JTV1
tig00000001_pilon_pilon	cds	670974	671792	+	EFM745_00672	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5M6
tig00000001_pilon_pilon	cds	671895	672092	-	EFM745_00673	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JSV9
tig00000001_pilon_pilon	cds	672261	672839	+	EFM745_00674	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JQS1
tig00000001_pilon_pilon	cds	672934	673071	+	EFM745_00675	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JQU3
tig00000001_pilon_pilon	cds	673884	674387	-	EFM745_00676	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JSH3
tig00000001_pilon_pilon	cds	674746	675771	+	EFM745_00677	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JRT4
tig00000001_pilon_pilon	cds	676109	676972	+	EFM745_00678	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JQ71
tig00000001_pilon_pilon	cds	678453	678830	+	EFM745_00679	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JLG5
tig00000001_pilon_pilon	cds	678924	679154	+	EFM745_00680	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001B6F767
tig00000001_pilon_pilon	cds	679168	679374	+	EFM745_00681	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JMX5
tig00000001_pilon_pilon	cds	679554	679925	+	EFM745_00682	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JLE2
tig00000001_pilon_pilon	cds	680199	680891	-	EFM745_00683	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JMC3
tig00000001_pilon_pilon	cds	680894	681679	-	EFM745_00684	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JKN7
tig00000001_pilon_pilon	cds	681916	683316	+	EFM745_00685	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JPX3
tig00000001_pilon_pilon	cds	683341	683658	+	EFM745_00686	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JKV5
tig00000001_pilon_pilon	cds	683671	685344	+	EFM745_00687	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JP02
tig00000001_pilon_pilon	cds	685358	686989	+	EFM745_00688	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JLF6
tig00000001_pilon_pilon	ncRNA	687353	687494	-	EFM745_00689	89.4	4.8e-13	-	-	-	RFAM:RF01470
tig00000001_pilon_pilon	cds	687480	689045	-	EFM745_00690	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A133CL60
tig00000001_pilon_pilon	cds	689104	690027	-	EFM745_00691	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JNH4
tig00000001_pilon_pilon	cds	690223	690828	+	EFM745_00692	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1B5FPH8
tig00000001_pilon_pilon	cds	691136	692152	+	EFM745_00693	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132ZJ30
tig00000001_pilon_pilon	cds	692293	693594	+	EFM745_00694	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001B8FBC2
tig00000001_pilon_pilon	cds	693640	694302	+	EFM745_00695	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A133CU02
tig00000001_pilon_pilon	cds	694323	694721	+	EFM745_00696	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132ZJ50
tig00000001_pilon_pilon	cds	694787	695869	+	EFM745_00697	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S8IX42
tig00000001_pilon_pilon	cds	696081	697643	+	EFM745_00698	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132ZIZ7
tig00000001_pilon_pilon	cds	697636	698769	+	EFM745_00699	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A133CU98
tig00000001_pilon_pilon	cds	698769	699725	+	EFM745_00700	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132ZJF7
tig00000001_pilon_pilon	cds	699824	700990	+	EFM745_00701	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_I3TY31
tig00000001_pilon_pilon	cds	701014	701832	+	EFM745_00702	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132ZJJ2
tig00000001_pilon_pilon	cds	701849	702556	+	EFM745_00703	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VSV1
tig00000001_pilon_pilon	cds	702854	703540	-	EFM745_00704	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JKL8
tig00000001_pilon_pilon	cds	703712	704293	-	EFM745_00705	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5I1
tig00000001_pilon_pilon	cds	704426	705109	-	EFM745_00706	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001B8FBC5
tig00000001_pilon_pilon	cds	705428	705841	+	EFM745_00707	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A179ESG0
tig00000001_pilon_pilon	cds	705925	706395	+	EFM745_00708	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JLD8
tig00000001_pilon_pilon	cds	706489	708576	+	EFM745_00709	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00085A41F8
tig00000001_pilon_pilon	cds	708748	709935	+	EFM745_00710	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_I3TY41
tig00000001_pilon_pilon	cds	710341	710649	+	EFM745_00711	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1L8RDM2
tig00000001_pilon_pilon	cds	710680	711309	+	EFM745_00712	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A931B0R9
tig00000001_pilon_pilon	cds	711337	711960	+	EFM745_00713	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VUM8
tig00000001_pilon_pilon	cds	711960	712250	+	EFM745_00714	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A7SS33
tig00000001_pilon_pilon	cds	712289	713122	+	EFM745_00715	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JPT8
tig00000001_pilon_pilon	cds	713165	713443	+	EFM745_00716	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A179ERE4
tig00000001_pilon_pilon	cds	713466	713813	+	EFM745_00717	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A7SRM7
tig00000001_pilon_pilon	cds	713827	714483	+	EFM745_00718	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JLC6
tig00000001_pilon_pilon	cds	714486	714920	+	EFM745_00719	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A7SSA5
tig00000001_pilon_pilon	cds	714910	715098	+	EFM745_00720	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A179ERC2
tig00000001_pilon_pilon	cds	715123	715389	+	EFM745_00721	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JMT6
tig00000001_pilon_pilon	cds	715447	715815	+	EFM745_00722	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A179ERC5
tig00000001_pilon_pilon	cds	715852	716160	+	EFM745_00723	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JM83
tig00000001_pilon_pilon	cds	716188	716727	+	EFM745_00724	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JKJ5
tig00000001_pilon_pilon	cds	716746	716931	+	EFM745_00725	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JPS8
tig00000001_pilon_pilon	cds	716967	717365	+	EFM745_00726	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A7SR75
tig00000001_pilon_pilon	cds	717397	717933	+	EFM745_00727	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132ZIW7
tig00000001_pilon_pilon	cds	718094	718450	+	EFM745_00728	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JLB5
tig00000001_pilon_pilon	cds	718471	718971	+	EFM745_00729	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A7SSB5
tig00000001_pilon_pilon	cds	718986	719165	+	EFM745_00730	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132ZJC4
tig00000001_pilon_pilon	cds	719209	719649	+	EFM745_00731	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JMS6
tig00000001_pilon_pilon	cds	719649	720944	+	EFM745_00732	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JL92
tig00000001_pilon_pilon	cds	721006	721653	+	EFM745_00733	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6N8GVD8
tig00000001_pilon_pilon	cds	721844	722062	+	EFM745_00734	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A7SS52
tig00000001_pilon_pilon	cds	722095	722211	+	EFM745_00735	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q839E1
tig00000001_pilon_pilon	cds	722229	722594	+	EFM745_00736	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A7SR85
tig00000001_pilon_pilon	cds	722622	723011	+	EFM745_00737	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A7SRP9
tig00000001_pilon_pilon	cds	723091	724029	+	EFM745_00738	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A179ESD2
tig00000001_pilon_pilon	cds	724057	724437	+	EFM745_00739	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6L6SXV4
tig00000001_pilon_pilon	ncRNA-region	724476	724549	+	-	57.0	2.1e-08	-	-	-	RFAM:RF01708
tig00000001_pilon_pilon	cds	724709	725548	+	EFM745_00740	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VX65
tig00000001_pilon_pilon	cds	725524	726393	+	EFM745_00741	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5F2
tig00000001_pilon_pilon	cds	726383	727180	+	EFM745_00742	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5J5
tig00000001_pilon_pilon	cds	727383	728129	+	EFM745_00743	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132ZIX7
tig00000001_pilon_pilon	cds	729088	729894	-	EFM745_00744	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5E0
tig00000001_pilon_pilon	cds	730017	730385	+	EFM745_00745	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A41FC7
tig00000001_pilon_pilon	cds	730482	731654	+	EFM745_00746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00032F9524
tig00000001_pilon_pilon	cds	732073	733251	+	EFM745_00747	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q81ZR6
tig00000001_pilon_pilon	cds	733483	733821	-	EFM745_00748	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A133D011
tig00000001_pilon_pilon	cds	733818	734366	-	EFM745_00749	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3F3NPS8
tig00000001_pilon_pilon	cds	734469	735128	+	EFM745_00750	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A133CZV4
tig00000001_pilon_pilon	cds	735197	736105	+	EFM745_00751	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1M4UNK6
tig00000001_pilon_pilon	cds	736228	738897	-	EFM745_00752	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5E4
tig00000001_pilon_pilon	cds	739135	739323	-	EFM745_00753	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JN24
tig00000001_pilon_pilon	cds	739593	739955	+	EFM745_00754	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A133CZC6
tig00000001_pilon_pilon	cds	740007	741689	+	EFM745_00755	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5I8
tig00000001_pilon_pilon	cds	741806	743842	+	EFM745_00756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2S7S8V5
tig00000001_pilon_pilon	cds	743891	744892	+	EFM745_00757	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S8IVZ4
tig00000001_pilon_pilon	cds	745014	745256	+	EFM745_00758	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JKI3
tig00000001_pilon_pilon	cds	745635	746822	-	EFM745_00759	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1B5FWX7
tig00000001_pilon_pilon	cds	747144	748148	+	EFM745_00760	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5D9
tig00000001_pilon_pilon	cds	748149	749093	+	EFM745_00761	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P6B3
tig00000001_pilon_pilon	cds	749093	750055	+	EFM745_00762	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5C9
tig00000001_pilon_pilon	cds	750082	750996	+	EFM745_00763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A133CZB4
tig00000001_pilon_pilon	cds	751022	752803	+	EFM745_00764	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5D6
tig00000001_pilon_pilon	cds	753151	753837	+	EFM745_00765	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JMJ5
tig00000001_pilon_pilon	cds	753857	757438	+	EFM745_00766	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001B8FC00
tig00000001_pilon_pilon	cds	757447	758256	+	EFM745_00767	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VSG5
tig00000001_pilon_pilon	cds	758268	759266	+	EFM745_00768	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2D0BWH2
tig00000001_pilon_pilon	cds	759452	761719	+	EFM745_00769	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2S7M6K3
tig00000001_pilon_pilon	cds	761807	762259	-	EFM745_00770	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JNY2
tig00000001_pilon_pilon	cds	762409	763359	+	EFM745_00771	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5D2
tig00000001_pilon_pilon	cds	763352	764311	+	EFM745_00772	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VWE7
tig00000001_pilon_pilon	cds	764308	765063	+	EFM745_00773	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5C0
tig00000001_pilon_pilon	cds	765086	766039	+	EFM745_00774	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VRW9
tig00000001_pilon_pilon	cds	766176	766283	-	EFM745_00775	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A366TKG7
tig00000001_pilon_pilon	cds	766705	767658	-	EFM745_00776	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A1CE7F
tig00000001_pilon_pilon	cds	767737	767925	-	EFM745_00777	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VQC3
tig00000001_pilon_pilon	cds	768127	769299	+	EFM745_00778	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P0Z4
tig00000001_pilon_pilon	cds	769613	769969	+	EFM745_00779	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JKF7
tig00000001_pilon_pilon	cds	769979	770878	+	EFM745_00780	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3F3LN13
tig00000001_pilon_pilon	cds	771108	772004	-	EFM745_00781	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003F4AB33
tig00000001_pilon_pilon	cds	772432	773160	+	EFM745_00782	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VUC2
tig00000001_pilon_pilon	cds	773305	774984	+	EFM745_00783	1058.0	0.0	1.002	0.828	0.984	UniRef:UniRef90_A0A829F3L0
tig00000001_pilon_pilon	cds	775069	776028	+	EFM745_00784	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00032E60D3
tig00000001_pilon_pilon	cds	776096	776830	-	EFM745_00785	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JJX5
tig00000001_pilon_pilon	cds	777156	777566	+	EFM745_00786	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VR87
tig00000001_pilon_pilon	cds	777559	778260	+	EFM745_00787	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5B4
tig00000001_pilon_pilon	cds	778260	779843	+	EFM745_00788	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2C9X8T6
tig00000001_pilon_pilon	cds	779862	780083	+	EFM745_00789	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JMG6
tig00000001_pilon_pilon	cds	780080	780841	+	EFM745_00790	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829FFU9
tig00000001_pilon_pilon	cds	781221	781730	+	EFM745_00791	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2D0BJ91
tig00000001_pilon_pilon	cds	781805	782344	-	EFM745_00792	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132Z807
tig00000001_pilon_pilon	cds	782484	783095	-	EFM745_00793	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JJP2
tig00000001_pilon_pilon	cds	783375	784208	+	EFM745_00794	513.0	3.5e-183	1.0	0.979	0.982	UniRef:UniRef90_A0A6N3CW96
tig00000001_pilon_pilon	cds	784236	784871	+	EFM745_00795	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132Z7N9
tig00000001_pilon_pilon	cds	784891	785664	+	EFM745_00796	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VT72
tig00000001_pilon_pilon	cds	786072	786869	+	EFM745_00797	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5A4
tig00000001_pilon_pilon	cds	786886	787260	+	EFM745_00798	216.0	1.1e-70	0.984	0.871	0.975	UniRef:UniRef90_R2Q4D3
tig00000001_pilon_pilon	cds	787244	789889	+	EFM745_00799	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6YH24
tig00000001_pilon_pilon	cds	789907	792015	+	EFM745_00800	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6YH23
tig00000001_pilon_pilon	cds	792037	792597	+	EFM745_00801	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P5A8
tig00000001_pilon_pilon	cds	792682	794670	-	EFM745_00802	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VS83
tig00000001_pilon_pilon	cds	794893	795606	+	EFM745_00803	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132P587
tig00000001_pilon_pilon	cds	795683	796129	+	EFM745_00804	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VR68
tig00000001_pilon_pilon	cds	796299	796901	+	EFM745_00805	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB37VSC5
tig00000001_pilon_pilon	cds	796914	797915	+	EFM745_00806	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132Z7Q1
tig00000001_pilon_pilon	cds	797944	798522	+	EFM745_00807	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132Z7N6
tig00000001_pilon_pilon	cds	798574	799056	+	EFM745_00808	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132Z857
tig00000001_pilon_pilon	cds	799173	799547	+	EFM745_00809	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2G0E961
tig00000001_pilon_pilon	cds	799931	800884	-	EFM745_00810	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A466F5
tig00000001_pilon_pilon	cds	801227	802579	-	EFM745_00811	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2D0CIW1
tig00000001_pilon_pilon	cds	802726	803316	+	EFM745_00812	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2G0CVZ4
tig00000001_pilon_pilon	cds	803444	804793	-	EFM745_00813	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2G0CVZ9
tig00000001_pilon_pilon	cds	804961	805701	-	EFM745_00814	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S8I634
tig00000001_pilon_pilon	cds	805714	807306	-	EFM745_00815	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A132Z3J8
tig00000001_pilon_pilon	cds	807345	807536	-	EFM745_00816	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1A7S845
tig00000001_pilon_pilon	ncRNA-region	807444	807618	-	-	81.6	7.3e-12	-	-	-	RFAM:RF00168
tig00000001_pilon_pilon	cds	807874	808170	-	EFM745_00817	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Y3JLQ7
