#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
tig00000002_pilon_pilon	53572	53862	+	EFM745_02837	11.1	10.3		RefSeq:WP_002322522.1, SO:0001217, UniParc:UPI0001EB86AD, UniRef:UniRef100_A0A132P1L4, UniRef:UniRef50_A0A132P1L4, UniRef:UniRef90_A0A132P1L4
tig00000002_pilon_pilon	76215	76448	+	EFM745_02861	8.9	10.4		SO:0001217, UniParc:UPI0002A1A09F, UniRef:UniRef100_A0A1A7UHC8, UniRef:UniRef50_A0A829ET94, UniRef:UniRef90_A0A829ET94
tig00000002_pilon_pilon	118075	118335	-	EFM745_02896	9.8	6.0		RefSeq:WP_002313174.1, SO:0001217, UniParc:UPI00019C6974, UniRef:UniRef100_A0A4U4CFB6, UniRef:UniRef50_A0A4U4CFB6, UniRef:UniRef90_A0A4U4CFB6
tig00000002_pilon_pilon	147044	147331	+	EFM745_02920	11.0	4.7		SO:0001217, UniParc:UPI0001CEB6E9, UniRef:UniRef100_A0AAV3L221, UniRef:UniRef50_A0AAV3L221, UniRef:UniRef90_A0AAV3L221
tig00000002_pilon_pilon	150575	151066	+	EFM745_02924	19.2	10.3	PF13751.12|DDE_Tnp_1_6	PFAM:PF13751.12
tig00000002_pilon_pilon	154995	155096	-	EFM745_02928	3.8	4.7		
tig00000002_pilon_pilon	164475	165080	-	EFM745_02940	23.7	4.9		RefSeq:WP_002305121.1, SO:0001217, UniParc:UPI0001B6EF42, UniRef:UniRef100_A0A132P1Y1, UniRef:UniRef50_Q3XYH4, UniRef:UniRef90_Q3XYH4
tig00000002_pilon_pilon	170726	171025	-	EFM745_02946	11.1	4.3		SO:0001217, UniParc:UPI0001B8FF20, UniRef:UniRef100_A0A132P2V5, UniRef:UniRef50_A0A132P2V5, UniRef:UniRef90_A0A132P2V5
tig00000002_pilon_pilon	172276	172926	-	EFM745_02948	25.5	5.9		RefSeq:WP_002311759.1, SO:0001217, UniParc:UPI0001B6F92D, UniRef:UniRef100_A0A132P1W6, UniRef:UniRef50_A0A1L8XQA1, UniRef:UniRef90_A0A1L8XQA1
tig00000002_pilon_pilon	174430	175473	-	EFM745_02951	39.4	9.4		RefSeq:WP_002292292.1, SO:0001217, UniParc:UPI0001B6D320, UniRef:UniRef100_A0A0V7Y728, UniRef:UniRef50_A0A376H406, UniRef:UniRef90_A0A376H406
tig00000003_pilon_pilon	12602	12706	-	EFM745_03010	4.2	4.9		SO:0001217, UniParc:UPI00032E9FC0, UniRef:UniRef100_A0AB33YF88, UniRef:UniRef50_A0A0D5MC12, UniRef:UniRef90_A0AB33YF88
tig00000003_pilon_pilon	18119	18370	-	EFM745_03021	9.9	4.6		RefSeq:WP_002296238.1, SO:0001217, UniParc:UPI0001B99F5E, UniRef:UniRef100_A0A133CM01, UniRef:UniRef50_A0A133CM01, UniRef:UniRef90_A0A132P2L4
tig00000003_pilon_pilon	19017	19277	-	EFM745_03023	9.9	9.2		RefSeq:WP_002296240.1, SO:0001217, UniParc:UPI0001CEA6ED, UniRef:UniRef100_A0A132ZJX9, UniRef:UniRef50_I3U6U0, UniRef:UniRef90_I3U6U0
tig00000003_pilon_pilon	27847	27984	-	EFM745_03032	5.4	6.6		SO:0001217, UniRef:UniRef50_UPI0015FC82FA, UniRef:UniRef90_UPI0015FC82FA
tig00000004_pilon_pilon	3690	3911	-	EFM745_03037	8.6	4.7		SO:0001217, UniParc:UPI0002A3F041, UniRef:UniRef100_A0AB33YFP0, UniRef:UniRef50_A0AB33YFP0, UniRef:UniRef90_A0AB33YFP0
tig00000004_pilon_pilon	6070	6378	-	EFM745_03040	12.3	5.0		RefSeq:WP_002341614.1, SO:0001217, UniParc:UPI0002A2F255, UniRef:UniRef100_A0AAV3KWW3, UniRef:UniRef50_A0A829F4D4, UniRef:UniRef90_A0A132P148
tig00000004_pilon_pilon	7144	7950	-	EFM745_03042	31.5	6.0		RefSeq:WP_002326163.1, SO:0001217, UniParc:UPI00029EB077, UniRef:UniRef100_A0A7V7Y791, UniRef:UniRef50_A0A1V2UF52, UniRef:UniRef90_R2PIM9
tig00000004_pilon_pilon	10139	10345	-	EFM745_03047	7.9	7.8		
tig00000004_pilon_pilon	10551	10901	-	EFM745_03048	13.5	9.7		
tig00000004_pilon_pilon	11000	11119	-	EFM745_03049	4.2	11.1		
tig00000004_pilon_pilon	11104	11595	-	EFM745_03050	18.9	6.1		
tig00000004_pilon_pilon	12016	12204	-	EFM745_03052	7.5	10.0		
tig00000004_pilon_pilon	12288	12611	-	EFM745_03053	12.6	7.8		SO:0001217, UniRef:UniRef50_A0A7V7Y2D1, UniRef:UniRef90_UPI001922BBFF
tig00000004_pilon_pilon	13686	13910	-	EFM745_03054	8.4	8.7		
tig00000004_pilon_pilon	13867	14133	-	EFM745_03055	9.3	10.2		
tig00000004_pilon_pilon	14171	14383	-	EFM745_03056	7.6	9.3		SO:0001217, UniRef:UniRef50_UPI001C0A7F56, UniRef:UniRef90_UPI001C0A7F56
tig00000005_pilon_pilon	173	397	+	EFM745_03057	8.5	9.8		
tig00000005_pilon_pilon	438	725	+	EFM745_03058	11.0	7.8		
tig00000005_pilon_pilon	12360	12530	+	EFM745_03072	6.8	4.5		RefSeq:WP_000713595.1, SO:0001217, UniParc:UPI00000B8B48, UniRef:UniRef100_A0A377KFV0, UniRef:UniRef50_A0A377KFV0, UniRef:UniRef90_A0A377KFV0
tig00000005_pilon_pilon	13161	13253	+	EFM745_03074	3.4	9.7		
tig00000005_pilon_pilon	14094	14546	+	EFM745_03076	16.8	5.1		RefSeq:WP_000751236.1, SO:0001217, UniParc:UPI0001CEB8CB, UniRef:UniRef100_A0A133CJJ8, UniRef:UniRef50_A0A133CJJ8, UniRef:UniRef90_A0A133CJJ8
tig00000005_pilon_pilon	14560	15249	+	EFM745_03077	24.8	5.3		RefSeq:WP_000718009.1, SO:0001217, UniParc:UPI0001B6EEA6, UniRef:UniRef100_A0A133CJ94, UniRef:UniRef50_A0A133CJ94, UniRef:UniRef90_A0A133CJ94
tig00000005_pilon_pilon	17814	18200	+	EFM745_03079	15.2	5.7		RefSeq:WP_000391061.1, SO:0001217, UniParc:UPI0001B6EEA8, UniRef:UniRef100_A0A133CJ97, UniRef:UniRef50_A0A133CJ97, UniRef:UniRef90_A0A133CJ97
tig00000005_pilon_pilon	25325	25849	-	EFM745_03089	20.3	6.4		
tig00000005_pilon_pilon	28301	28618	-	EFM745_03093	12.3	4.4		RefSeq:WP_033701079.1, SO:0001217, UniParc:UPI0005354850, UniRef:UniRef100_UPI0005354850, UniRef:UniRef50_S1NIT2, UniRef:UniRef90_A0A1L2G8P1
tig00000006_pilon_pilon	142	255	-	EFM745_03107	4.1	6.0		
tig00000006_pilon_pilon	1215	1475	-	EFM745_03110	9.8	9.7		
tig00000006_pilon_pilon	3662	4255	-	EFM745_03113	23.5	9.4		RefSeq:WP_002317428.1, SO:0001217, UniParc:UPI00003DA490, UniRef:UniRef100_A0A132P1Q0, UniRef:UniRef50_A0A7V7Y2D1, UniRef:UniRef90_A0A7V7Y2D1
tig00000007_pilon_pilon	4228	4332	+	EFM745_03129	3.9	4.5		SO:0001217, UniRef:UniRef50_A0AAV3GRU3, UniRef:UniRef90_UPI000453B519
tig00000007_pilon_pilon	8124	8303	+	EFM745_03134	7.2	4.8		RefSeq:WP_001021554.1, SO:0001217, UniParc:UPI000037FD9D, UniRef:UniRef100_M9NZ82, UniRef:UniRef90_M9NZ82
tig00000007_pilon_pilon	9872	10198	+	EFM745_03137	12.2	9.4		RefSeq:WP_000796719.1, SO:0001217, UniParc:UPI00000037EB, UniRef:UniRef100_Q848S8, UniRef:UniRef50_Q82YI0, UniRef:UniRef90_Q848S8
tig00000007_pilon_pilon	14984	15454	+	EFM745_03146	18.3	4.5		SO:0001217, UniRef:UniRef50_A0A1I9WJ71, UniRef:UniRef90_UPI0013FE2BEA
tig00000009_pilon_pilon	129	1694	+	EFM745_03147	60.0	5.9		
tig00000009_pilon_pilon	1754	2116	+	EFM745_03148	14.3	9.4		RefSeq:WP_002311845.1, SO:0001217, UniParc:UPI000181F57B, UniRef:UniRef100_B5U8T3, UniRef:UniRef50_B5U8T3, UniRef:UniRef90_B5U8T3
tig00000009_pilon_pilon	2130	2282	+	EFM745_03149	5.6	5.9		RefSeq:WP_002311846.1, SO:0001217, UniParc:UPI000181F57C, UniRef:UniRef100_B5U8T4, UniRef:UniRef50_B5U8T4, UniRef:UniRef90_B5U8T4
tig00000009_pilon_pilon	2350	2772	+	EFM745_03150	15.9	6.3		RefSeq:WP_002311847.1, SO:0001217, UniParc:UPI0001B6F44A, UniRef:UniRef100_A0A1E9VMT8, UniRef:UniRef50_A0A2H4HI86, UniRef:UniRef90_A0A2H4HI86
tig00000009_pilon_pilon	6222	6368	+	EFM745_03155	5.6	8.2		RefSeq:WP_002326866.1, SO:0001217, UniParc:UPI00005DC4F5, UniRef:UniRef100_Q33E70, UniRef:UniRef50_Q33E70, UniRef:UniRef90_Q33E70
tig00000009_pilon_pilon	6380	6601	+	EFM745_03156	8.8	9.5		RefSeq:WP_002326867.1, SO:0001217, UniParc:UPI0002829786, UniRef:UniRef100_A0A1E9VN64, UniRef:UniRef50_A0A1E9VN64, UniRef:UniRef90_A0A1E9VN64
tig00000009_pilon_pilon	7004	8830	+	EFM745_03158	70.5	4.7		RefSeq:WP_002311853.1, SO:0001217, UniParc:UPI000181F582, UniRef:UniRef100_B5U8U2, UniRef:UniRef50_B5U8U2, UniRef:UniRef90_B5U8U2
tig00000009_pilon_pilon	14171	15178	+	EFM745_03162	38.7	5.2		
tig00000009_pilon_pilon	18221	18838	+	EFM745_03165	23.9	7.7		RefSeq:WP_002311858.1, SO:0001217, UniParc:UPI00005DC4FC, UniRef:UniRef100_Q33E63, UniRef:UniRef50_A0A1X6WS52, UniRef:UniRef90_Q33E63
tig00000009_pilon_pilon	23129	24025	+	EFM745_03170	34.5	8.7		RefSeq:WP_002311863.1, SO:0001217, UniParc:UPI000181F55A, UniRef:UniRef100_B5U8V2, UniRef:UniRef50_B5U8V2, UniRef:UniRef90_B5U8V2
tig00000009_pilon_pilon	24061	24291	+	EFM745_03171	9.1	8.6		RefSeq:WP_002311864.1, SO:0001217, UniParc:UPI00005DC502, UniRef:UniRef100_A0A2H4HIA6, UniRef:UniRef50_A0A810JZL9, UniRef:UniRef90_A0A810JZL9
tig00000010_pilon_pilon	6130	6267	-	EFM745_03180	5.7	8.8		RefSeq:WP_002303562.1, SO:0001217, UniParc:UPI0001B8FFC3, UniRef:UniRef100_I3U5U3, UniRef:UniRef50_I3U5U3, UniRef:UniRef90_I3U5U3
tig00000011_pilon_pilon	51	236	-	EFM745_03193	7.3	9.7		
tig00000011_pilon_pilon	6446	6583	-	EFM745_03203	5.7	8.8		RefSeq:WP_002303562.1, SO:0001217, UniParc:UPI0001B8FFC3, UniRef:UniRef100_I3U5U3, UniRef:UniRef50_I3U5U3, UniRef:UniRef90_I3U5U3
