#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_CP014529.1:47684-49246|+     -            521 18543                -            520         0 1065.2  18.8   1   1         0         0 1065.1  18.8     1   518     1   518     1   520 0.99 NZ_CP014529.1_43 # 47684 # 49246 # 1 # ID=1_43;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NZ_CP014529.1:835043-835720|-   -            226 18543                -            520   3.8e-17   59.4   0.1   1   2   6.8e-07   2.7e-05   20.3   0.1    10    64     5    59     1    71 0.86 NZ_CP014529.1_824 # 835043 # 835720 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NZ_CP014529.1:835043-835720|-   -            226 18543                -            520   3.8e-17   59.4   0.1   2   2   4.3e-12   1.7e-10   37.5   0.0   140   223   124   207    97   217 0.88 NZ_CP014529.1_824 # 835043 # 835720 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NZ_CP014529.1:2688285-2689025|- -            247 18543                -            520   7.5e-17   58.5   1.8   1   1   2.3e-18   9.3e-17   58.2   1.8     8   219     2   209     1   231 0.83 NZ_CP014529.1_2596 # 2688285 # 2689025 # -1 # ID=1_2596;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
NZ_CP014529.1:891653-893416|-   -            588 18543                -            520   1.8e-16   57.2   0.1   1   1   6.8e-18   2.7e-16   56.6   0.1    24   223   365   562   357   570 0.81 NZ_CP014529.1_879 # 891653 # 893416 # -1 # ID=1_879;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
NZ_CP014529.1:99752-100696|+    -            315 18543                -            520   5.3e-16   55.6   0.1   1   1   1.9e-17   7.4e-16   55.2   0.1    21   225    29   237    21   246 0.86 NZ_CP014529.1_106 # 99752 # 100696 # 1 # ID=1_106;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.405
NZ_CP014529.1:2501051-2502763|- -            571 18543                -            520   1.6e-15   54.0   0.6   1   1   8.9e-17   3.5e-15   52.9   0.6    24   224   347   545   340   556 0.85 NZ_CP014529.1_2430 # 2501051 # 2502763 # -1 # ID=1_2430;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400
NZ_CP014532.1:8188-8790|+       -            201 18543                -            520   3.7e-15   52.9   0.5   1   1   1.1e-16   4.4e-15   52.6   0.5     8   204     3   195     1   198 0.92 NZ_CP014532.1_11 # 8188 # 8790 # 1 # ID=4_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.250
NZ_CP014529.1:822014-823741|+   -            576 18543                -            520   6.1e-15   52.1   0.3   1   1   2.4e-16   9.4e-15   51.5   0.3    22   223   348   547   328   559 0.81 NZ_CP014529.1_813 # 822014 # 823741 # 1 # ID=1_813;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.394
NZ_CP014529.1:1143906-1145657|+ -            584 18543                -            520   1.4e-14   51.0   0.6   1   1   5.1e-16     2e-14   50.4   0.6   275   483   352   550   333   559 0.84 NZ_CP014529.1_1119 # 1143906 # 1145657 # 1 # ID=1_1119;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NZ_CP014529.1:969160-970890|+   -            577 18543                -            520   2.4e-14   50.2   0.1   1   2   8.9e-08   3.5e-06   23.2   0.0     8   125   332   447   326   467 0.78 NZ_CP014529.1_946 # 969160 # 970890 # 1 # ID=1_946;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NZ_CP014529.1:969160-970890|+   -            577 18543                -            520   2.4e-14   50.2   0.1   2   2   3.4e-08   1.4e-06   24.6   0.1   403   493   469   557   457   561 0.89 NZ_CP014529.1_946 # 969160 # 970890 # 1 # ID=1_946;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NZ_CP014529.1:1118188-1118994|+ -            269 18543                -            520   2.5e-14   50.1   0.1   1   1   2.2e-15   8.9e-14   48.3   0.1    12   222    26   242    14   250 0.74 NZ_CP014529.1_1096 # 1118188 # 1118994 # 1 # ID=1_1096;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NZ_CP014529.1:1966471-1967208|- -            246 18543                -            520   3.2e-14   49.8   0.0   1   1   9.9e-16   3.9e-14   49.5   0.0    10   217     5   202     1   221 0.86 NZ_CP014529.1_1922 # 1966471 # 1967208 # -1 # ID=1_1922;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.408
NZ_CP014529.1:511577-512350|+   -            258 18543                -            520   4.6e-14   49.3   2.1   1   2   2.7e-12   1.1e-10   38.2   0.5     7    89     3    87     1   129 0.85 NZ_CP014529.1_494 # 511577 # 512350 # 1 # ID=1_494;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NZ_CP014529.1:511577-512350|+   -            258 18543                -            520   4.6e-14   49.3   2.1   2   2   0.00053     0.021   10.8   0.1   401   484   142   226   122   243 0.85 NZ_CP014529.1_494 # 511577 # 512350 # 1 # ID=1_494;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NZ_CP014529.1:1145657-1147441|+ -            595 18543                -            520   1.1e-13   48.1   0.4   1   1   3.7e-15   1.5e-13   47.6   0.4     8   227   355   573   349   590 0.80 NZ_CP014529.1_1120 # 1145657 # 1147441 # 1 # ID=1_1120;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.390
NZ_CP014529.1:2487601-2489385|+ -            595 18543                -            520   1.3e-13   47.7   0.8   1   1   1.5e-14   5.9e-13   45.6   0.8    23   222   371   568   351   572 0.84 NZ_CP014529.1_2422 # 2487601 # 2489385 # 1 # ID=1_2422;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.386
NZ_CP014529.1:2485865-2487586|+ -            574 18543                -            520   1.1e-12   44.7   0.1   1   1   4.2e-14   1.7e-12   44.1   0.1    24   225   353   552   331   564 0.86 NZ_CP014529.1_2421 # 2485865 # 2487586 # 1 # ID=1_2421;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NZ_CP014529.1:328807-329427|-   -            207 18543                -            520   1.6e-12   44.2   0.1   1   1   4.9e-14   1.9e-12   43.9   0.1   133   224    33   124     8   138 0.88 NZ_CP014529.1_330 # 328807 # 329427 # -1 # ID=1_330;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NZ_CP014529.1:1492509-1495325|+ -            939 18543                -            520   1.2e-11   41.2   0.7   1   2   0.00042     0.017   11.1   0.1   164   306   508   651   465   666 0.71 NZ_CP014529.1_1467 # 1492509 # 1495325 # 1 # ID=1_1467;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NZ_CP014529.1:1492509-1495325|+ -            939 18543                -            520   1.2e-11   41.2   0.7   2   2   5.7e-09   2.2e-07   27.2   0.1   144   208   827   894   797   901 0.86 NZ_CP014529.1_1467 # 1492509 # 1495325 # 1 # ID=1_1467;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NZ_CP014529.1:2598307-2599785|- -            493 18543                -            520   1.1e-09   34.8   6.5   1   4   1.2e-05   0.00047   16.2   0.1     5    65     3    63     1    76 0.84 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 18543                -            520   1.1e-09   34.8   6.5   2   4    0.0092      0.37    6.7   0.0   127   187    87   146    72   175 0.83 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 18543                -            520   1.1e-09   34.8   6.5   3   4     0.065       2.6    3.9   0.1    29    51   319   341   310   349 0.84 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 18543                -            520   1.1e-09   34.8   6.5   4   4    0.0025       0.1    8.6   0.0   356   445   353   450   348   455 0.70 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:893419-895134|-   -            572 18543                -            520   6.4e-09   32.3   0.0   1   1   2.6e-10     1e-08   31.6   0.0   277   482   351   545   329   560 0.51 NZ_CP014529.1_880 # 893419 # 895134 # -1 # ID=1_880;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405
NZ_CP014529.1:330507-330755|-   -             83 18543                -            520   2.1e-08   30.6   0.0   1   1   5.8e-10   2.3e-08   30.5   0.0     7    57     4    54     1    62 0.93 NZ_CP014529.1_332 # 330507 # 330755 # -1 # ID=1_332;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.357
NZ_CP014529.1:583898-585400|+   -            501 18543                -            520   2.8e-08   30.2   0.8   1   4    0.0038      0.15    8.0   0.1    24    64    22    61     2    80 0.73 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:583898-585400|+   -            501 18543                -            520   2.8e-08   30.2   0.8   2   4     0.016      0.62    5.9   0.0   403   479   115   188    69   194 0.87 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:583898-585400|+   -            501 18543                -            520   2.8e-08   30.2   0.8   3   4      0.17       6.6    2.6   0.0    26    58   332   364   323   384 0.83 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:583898-585400|+   -            501 18543                -            520   2.8e-08   30.2   0.8   4   4    0.0018     0.071    9.0   0.0   138   183   422   467   394   494 0.77 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2544585-2545484|- -            300 18543                -            520     0.034   10.1   0.0   1   1    0.0012     0.048    9.6   0.0    36    64   160   188   151   197 0.90 NZ_CP014529.1_2459 # 2544585 # 2545484 # -1 # ID=1_2459;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.413
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/18543at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/reference_e745_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/reference_e745_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/18543at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/18543at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/reference_e745_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 29 12:22:13 2026
# [ok]
