#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_CP014529.1:823992-825629|+   -            546 1507                 -            615         0 1028.2  18.0   1   1         0         0 1027.9  18.0    85   614    14   543     4   544 0.99 NZ_CP014529.1_815 # 823992 # 825629 # 1 # ID=1_815;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.401
NZ_CP014529.1:536572-537210|+   -            213 1507                 -            615     1e-12   44.7   0.4   1   1   3.9e-14   1.5e-12   44.1   0.4   395   561    25   191    12   211 0.76 NZ_CP014529.1_514 # 536572 # 537210 # 1 # ID=1_514;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.355
NZ_CP014529.1:435345-436091|+   -            249 1507                 -            615   1.5e-12   44.2   0.1   1   2   1.9e-07   7.4e-06   22.0   0.0   383   443    15    74     3    89 0.85 NZ_CP014529.1_423 # 435345 # 436091 # 1 # ID=1_423;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NZ_CP014529.1:435345-436091|+   -            249 1507                 -            615   1.5e-12   44.2   0.1   2   2     6e-07   2.4e-05   20.4   0.0   505   589   133   218   121   235 0.83 NZ_CP014529.1_423 # 435345 # 436091 # 1 # ID=1_423;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NZ_CP014529.1:2624657-2625574|- -            306 1507                 -            615   1.5e-12   44.2   1.6   1   1   3.8e-13   1.5e-11   40.9   1.6   391   599    25   224    15   239 0.77 NZ_CP014529.1_2539 # 2624657 # 2625574 # -1 # ID=1_2539;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.418
NZ_CP014529.1:511577-512350|+   -            258 1507                 -            615   5.7e-12   42.2   0.2   1   1   2.1e-13   8.2e-12   41.7   0.2   385   600    14   240     4   245 0.74 NZ_CP014529.1_494 # 511577 # 512350 # 1 # ID=1_494;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.399
NZ_CP014529.1:583898-585400|+   -            501 1507                 -            615   5.9e-12   42.2   0.0   1   3   1.6e-05   0.00063   15.7   0.0   373   422     3    53     1    69 0.88 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:583898-585400|+   -            501 1507                 -            615   5.9e-12   42.2   0.0   2   3       1.5        60   -0.8   0.0   503   569   109   173   102   201 0.74 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:583898-585400|+   -            501 1507                 -            615   5.9e-12   42.2   0.0   3   3   1.4e-07   5.5e-06   22.5   0.0   336   421   280   360   268   373 0.78 NZ_CP014529.1_559 # 583898 # 585400 # 1 # ID=1_559;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:328807-329427|-   -            207 1507                 -            615   6.9e-12   42.0   0.0   1   1   2.3e-13   9.2e-12   41.6   0.0   506   595    39   130    27   138 0.91 NZ_CP014529.1_330 # 328807 # 329427 # -1 # ID=1_330;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.398
NZ_CP014529.1:2010271-2012157|- -            629 1507                 -            615   1.4e-11   41.0   0.1   1   4     0.048       1.9    4.2   0.0   383   420    14    50     4    58 0.85 NZ_CP014529.1_1966 # 2010271 # 2012157 # -1 # ID=1_1966;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:2010271-2012157|- -            629 1507                 -            615   1.4e-11   41.0   0.1   2   4   3.5e-05    0.0014   14.5   0.0   503   552   154   203   127   251 0.76 NZ_CP014529.1_1966 # 2010271 # 2012157 # -1 # ID=1_1966;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:2010271-2012157|- -            629 1507                 -            615   1.4e-11   41.0   0.1   3   4   0.00017    0.0066   12.3   0.0   385   433   333   381   290   393 0.84 NZ_CP014529.1_1966 # 2010271 # 2012157 # -1 # ID=1_1966;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:2010271-2012157|- -            629 1507                 -            615   1.4e-11   41.0   0.1   4   4     0.044       1.7    4.3   0.0   511   551   445   485   441   535 0.79 NZ_CP014529.1_1966 # 2010271 # 2012157 # -1 # ID=1_1966;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:2234650-2235870|- -            407 1507                 -            615   9.2e-11   38.2   0.0   1   2   6.5e-07   2.5e-05   20.3   0.0   388   436    41    89    13    95 0.89 NZ_CP014529.1_2168 # 2234650 # 2235870 # -1 # ID=1_2168;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NZ_CP014529.1:2234650-2235870|- -            407 1507                 -            615   9.2e-11   38.2   0.0   2   2   1.4e-05   0.00054   15.9   0.0   518   595   155   234   140   244 0.83 NZ_CP014529.1_2168 # 2234650 # 2235870 # -1 # ID=1_2168;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NZ_CP014529.1:2598307-2599785|- -            493 1507                 -            615   1.7e-10   37.3   0.1   1   4    0.0027      0.11    8.3   0.0   378   421    10    52     2    65 0.77 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 1507                 -            615   1.7e-10   37.3   0.1   2   4     0.083       3.3    3.4   0.0   496   599    87   191    75   198 0.80 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 1507                 -            615   1.7e-10   37.3   0.1   3   4   6.8e-05    0.0027   13.6   0.0   333   420   251   343   243   348 0.68 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2598307-2599785|- -            493 1507                 -            615   1.7e-10   37.3   0.1   4   4     0.008      0.31    6.8   0.0   504   553   403   452   363   477 0.82 NZ_CP014529.1_2511 # 2598307 # 2599785 # -1 # ID=1_2511;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014532.1:8188-8790|+       -            201 1507                 -            615     7e-10   35.3   0.3   1   1   2.6e-11     1e-09   34.8   0.3   387   569    15   194     4   197 0.78 NZ_CP014532.1_11 # 8188 # 8790 # 1 # ID=4_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.250
NZ_CP014529.1:18104-19726|-     -            541 1507                 -            615     1e-09   34.8   1.4   1   3   1.2e-08   4.6e-07   26.0   0.0   377   553     5   198     1   253 0.74 NZ_CP014529.1_15 # 18104 # 19726 # -1 # ID=1_15;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NZ_CP014529.1:18104-19726|-     -            541 1507                 -            615     1e-09   34.8   1.4   2   3      0.12       4.7    2.9   0.1   376   432   322   377   308   402 0.79 NZ_CP014529.1_15 # 18104 # 19726 # -1 # ID=1_15;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NZ_CP014529.1:18104-19726|-     -            541 1507                 -            615     1e-09   34.8   1.4   3   3      0.13         5    2.8   0.0   510   597   439   527   418   537 0.68 NZ_CP014529.1_15 # 18104 # 19726 # -1 # ID=1_15;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NZ_CP014529.1:1044251-1045150|+ -            300 1507                 -            615   3.3e-08   29.8   0.0   1   1   4.7e-09   1.9e-07   27.3   0.0   392   598    19   219    10   235 0.80 NZ_CP014529.1_1020 # 1044251 # 1045150 # 1 # ID=1_1020;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.388
NZ_CP014529.1:835043-835720|-   -            226 1507                 -            615   1.2e-06   24.7   0.0   1   2   0.00015     0.006   12.4   0.0   387   420    15    48     8    62 0.86 NZ_CP014529.1_824 # 835043 # 835720 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NZ_CP014529.1:835043-835720|-   -            226 1507                 -            615   1.2e-06   24.7   0.0   2   2   0.00064     0.025   10.4   0.0   510   606   127   223   119   225 0.85 NZ_CP014529.1_824 # 835043 # 835720 # -1 # ID=1_824;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NZ_CP014529.1:1492509-1495325|+ -            939 1507                 -            615   5.8e-06   22.4   0.4   1   3      0.58        23    0.6   0.0   503   595   478   579   448   592 0.76 NZ_CP014529.1_1467 # 1492509 # 1495325 # 1 # ID=1_1467;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NZ_CP014529.1:1492509-1495325|+ -            939 1507                 -            615   5.8e-06   22.4   0.4   2   3     0.028       1.1    5.0   0.0   390   419   621   650   611   656 0.85 NZ_CP014529.1_1467 # 1492509 # 1495325 # 1 # ID=1_1467;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NZ_CP014529.1:1492509-1495325|+ -            939 1507                 -            615   5.8e-06   22.4   0.4   3   3   0.00013    0.0049   12.7   0.0   507   605   823   931   803   936 0.78 NZ_CP014529.1_1467 # 1492509 # 1495325 # 1 # ID=1_1467;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411
NZ_CP014529.1:330507-330755|-   -             83 1507                 -            615   0.00049   16.0   0.1   1   1   1.4e-05   0.00054   15.9   0.1   389   420    19    50     2    58 0.82 NZ_CP014529.1_332 # 330507 # 330755 # -1 # ID=1_332;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.357
NZ_CP014535.1:20924-22339|+     -            472 1507                 -            615    0.0017   14.3   0.0   1   1   6.5e-05    0.0025   13.7   0.0   387   435   235   283   215   296 0.85 NZ_CP014535.1_24 # 20924 # 22339 # 1 # ID=7_24;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.328
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/1507at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/reference_e745_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/reference_e745_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/1507at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/1507at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/reference_e745_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 29 12:21:52 2026
# [ok]
